Packet time, Time ms, Eeg TP9, Eeg TP10, Eeg FP1, Eeg FP2, AlphaAbs TP9, AlphaAbs TP10, AlphaAbs FP1, AlphaAbs FP2, BetaAbs TP9, BetaAbs TP10, BetaAbs FP1, BetaAbs FP2, Delta TP9, Delta TP10, Delta FP1, Delta FP2, GammaAbs TP9, GammaAbs TP10, GammaAbs FP1,GammaAbs FP2, ThetaAbs TP9, ThetaAbs TP10, ThetaAbs FP1, ThetaAbs FP2, Horseshoe tp9, Horseshoe TP10, Horseshoe FP1, Horseshoe FP2 
1438794843650497,3009,0.8274251122699084,0.8257801319274235,0.8274251122699084,0.8142652695300292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1
1438794843707839,3064,0.8340050336398481,0.8109753088450593,0.8307150729548782,0.8060403678176047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1
1438794843786161,3223,0.8438749156947576,0.7435311148031782,0.8323600532973632,0.8076853481600895,-0.3744770014175013,-0.3736522940603101,0.0,-0.3508414206232593,0.03764303710134287,-0.2603509761255924,0.0,-0.6209280641581537,0.504764460128388,-0.011656164808812116,0.0,0.33236924462401524,-0.05912692017293262,-0.814502016154826,0.0,-1.3510281966496855,-0.05912692017293262,-0.814502016154826,0.0,-1.3510281966496855,1,1,1,1
1438794843941291,3304,0.8340050336398481,0.7583359378855423,0.8438749156947576,0.8043953874751197,-0.3744770014175013,-0.3736522940603101,0.0,-0.3078766978369321,0.024922890851341986,-0.2603509761255924,0.0,-0.5961843036868779,0.48127635264212365,-0.011656164808812116,0.0,0.3609200028521161,-0.07233433701854593,-0.814502016154826,0.0,-1.3552466407701722,-0.07233433701854593,-0.814502016154826,0.0,-1.3552466407701722,1,1,1,1
1438794844002221,3373,0.8340050336398481,0.7912355447352405,0.8422299353522726,0.8109753088450593,-0.3744770014175013,-0.3736522940603101,0.0,-0.27516488907926495,0.015314099748246211,-0.2603509761255924,0.0,-0.588608967543216,0.45557488924524076,-0.011656164808812116,0.0,0.3575932910019467,-0.0888061904645569,-0.814502016154826,0.0,-1.3698157486843519,-0.0888061904645569,-0.814502016154826,0.0,-1.3698157486843519,1,1,1,1
1438794844091267,3524,0.8274251122699084,0.7978154661051802,0.835650013982333,0.817555230214999,-0.3714880196732017,-0.3736522940603101,0.0,-0.245531150873872,0.014205431969813177,-0.2603509761255924,0.0,-0.5926008421241308,0.42592797464265525,-0.011656164808812116,0.0,0.3347070123093382,-0.10828298629260408,-0.814502016154826,0.0,-1.38911410746123,-0.10828298629260408,-0.814502016154826,0.0,-1.38911410746123,1,1,1,1
1438794844242735,3608,0.8274251122699084,0.8126202891875443,0.8274251122699084,0.8208451908999688,-0.3264982013647336,-0.3736522940603101,0.0,-0.23580462600804303,0.022270545896117922,-0.2603509761255924,0.0,-0.604823998801159,0.3928987820923116,-0.011656164808812116,0.0,0.3048176672112307,-0.1290128412297735,-0.814502016154826,0.0,-1.407231245341134,-0.1290128412297735,-0.814502016154826,0.0,-1.407231245341134,1,1,1,1
1438794844305747,3666,0.8372949943248179,0.8257801319274235,0.8274251122699084,0.8043953874751197,-0.22975011714464375,-0.3736522940603101,0.0,-0.23552894537583366,0.03481094858974043,-0.2603509761255924,0.0,-0.6221137302805269,0.3594785130245691,-0.011656164808812116,0.0,0.2785277711242977,-0.14943877498668406,-0.814502016154826,0.0,-1.4212415547734394,-0.14943877498668406,-0.814502016154826,0.0,-1.4212415547734394,1,1,1,1
1438794844385913,3794,0.8520998174071821,0.8192002105574839,0.8290700926123933,0.8142652695300292,-0.09378608553429153,-0.3736522940603101,0.0,-0.23552894537583366,0.04441732720835577,-0.2603509761255924,0.0,-0.6405149225744371,0.3271407761247618,-0.011656164808812116,0.0,0.2668053815658619,-0.16848541213701862,-0.814502016154826,0.0,-1.4277952782103929,-0.16848541213701862,-0.814502016154826,0.0,-1.4277952782103929,1,1,1,1
1438794844535083,3901,0.8471648763797273,0.8290700926123933,0.8340050336398481,0.8323600532973632,-0.011198513164989102,-0.3736522940603101,0.0,-0.23552894537583366,0.045570433236992475,-0.2603509761255924,0.0,-0.6546746015914028,0.2998952664161731,-0.011656164808812116,0.0,0.2737883356850461,-0.1856230740172347,-0.814502016154826,0.0,-1.4262381852866064,-0.1856230740172347,-0.814502016154826,0.0,-1.4262381852866064,1,1,1,1
1438794844598334,4007,0.8488098567222122,0.8027504071326348,0.8323600532973632,0.8060403678176047,0.017087858613264117,-0.3736522940603101,0.0,-0.2348888656510195,0.0377433988463498,-0.2603509761255924,0.0,-0.6606180114013888,0.2794833249722066,-0.011656164808812116,0.0,0.2974638083989564,-0.20099252594520758,-0.814502016154826,0.0,-1.4170076436030032,-0.20099252594520758,-0.814502016154826,0.0,-1.4170076436030032,1,1,1,1
1438794844746270,4110,0.8438749156947576,0.8093303285025745,0.8340050336398481,0.8192002105574839,0.017087858613264117,-0.3736522940603101,0.0,-0.2206789331007118,0.025380226725236616,-0.2603509761255924,0.0,-0.6586020931667573,0.26526963867002173,-0.011656164808812116,0.0,0.33089528561799625,-0.21546397926355224,-0.814502016154826,0.0,-1.4045096779926485,-0.21546397926355224,-0.814502016154826,0.0,-1.4045096779926485,1,1,1,1
1438794844807844,4170,0.8389399746673027,0.8011054267901498,0.8323600532973632,0.8241351515849387,0.017087858613264117,-0.3736522940603101,-0.727099229774374,-0.19992846601489114,0.01658047708707357,-0.2603509761255924,-0.888698367946397,-0.6412867295455146,0.19726811973135935,-0.011656164808812116,0.014699060629835269,0.3874067568995925,-0.2571294940546092,-0.814502016154826,-1.3591789346348553,-1.3922324790477365,-0.2571294940546092,-0.814502016154826,-1.3591789346348553,-1.3922324790477365,1,1,1,1
1438794844888160,4317,0.8274251122699084,0.8093303285025745,0.8274251122699084,0.8011054267901498,0.017087858613264117,-0.3736522940603101,-0.7127785309091961,-0.21072784503412118,0.007807046213524491,-0.2603509761255924,-0.8524514319714452,-0.6237172453992973,0.1304911890898293,-0.011656164808812116,0.012295642335615383,0.43802231920925105,-0.2947526968513834,-0.814502016154826,-1.370664331558591,-1.3821706912979281,-0.2947526968513834,-0.814502016154826,-1.370664331558591,-1.3821706912979281,1,1,1,1
1438794845017501,4375,0.8619696994620916,0.8504548370646972,0.8553897780921519,0.835650013982333,0.017087858613264117,-0.3736522940603101,-0.6640346820671889,-0.21926512489304778,0.001015493565333132,-0.2603509761255924,-0.808679788140779,-0.6097979862794352,0.07950258917664084,-0.011656164808812116,-0.008631480173535475,0.4746100264331768,-0.3265035731820822,-0.814502016154826,-1.380957563896722,-1.3757382287948041,-0.3265035731820822,-0.814502016154826,-1.380957563896722,-1.3757382287948041,1,1,1,1
1438794845096029,4459,0.8520998174071821,0.8389399746673027,0.8455198960372424,0.8208451908999688,0.03624666645852688,-0.3736522940603101,-0.5296506256559657,-0.18936613963696255,-0.003230378989696862,-0.2603509761255924,-0.7582235185961494,-0.5981305518217462,0.04334330815326252,-0.011656164808812116,-0.03624588961062057,0.49268307684683105,-0.35469483787018546,-0.814502016154826,-1.3884501570538155,-1.3732547705393947,-0.35469483787018546,-0.814502016154826,-1.3884501570538155,-1.3732547705393947,1,1,1,1
1438794845177327,4625,0.8438749156947576,0.8159102498725141,0.8389399746673027,0.8027504071326348,0.09904658905791668,-0.3736522940603101,-0.19419685770372652,-0.02192511761450383,-0.002560701464868294,-0.2603509761255924,-0.6944541891801266,-0.5734271335075027,0.012747721478843779,-0.011656164808812116,-0.060814580112385636,0.49138874878060196,-0.3836615294672929,-0.814502016154826,-1.3905575167027113,-1.36811557342339,-0.3836615294672929,-0.814502016154826,-1.3905575167027113,-1.36811557342339,1,1,1,1
1438794845323515,4683,0.8257801319274235,0.7961704857626952,0.8307150729548782,0.7945255054202103,0.3008169838220247,-0.3736522940603101,0.10469046350241068,0.25384085850032745,0.0056380806437844036,-0.2603509761255924,-0.615716208659451,-0.5210271997848933,-0.012702507638757982,-0.011656164808812116,-0.0753650936376699,0.4782028589572256,-0.41481074449103905,-0.814502016154826,-1.3866613971798796,-1.353495349720931,-0.41481074449103905,-0.814502016154826,-1.3866613971798796,-1.353495349720931,1,1,1,1
1438794845380400,4745,0.8389399746673027,0.7928805250777253,0.8307150729548782,0.7978154661051802,0.4541793655736052,-0.3736522940603101,0.30350607731746865,0.4348607170504892,0.02253569217373878,-0.2603509761255924,-0.533995598909667,-0.44517793198918937,-0.026134384266633653,-0.011656164808812116,-0.07561449823353812,0.4627018252161926,-0.44490571659157646,-0.814502016154826,-1.3797176188418532,-1.328177995036141,-0.44490571659157646,-0.814502016154826,-1.3797176188418532,-1.328177995036141,1,1,1,1
1438794845463888,4902,0.8323600532973632,0.7895905643927555,0.8389399746673027,0.8027504071326348,0.5108270992807419,-0.3736522940603101,0.3776739007796393,0.5038400253649234,0.04539816603513472,-0.2603509761255924,-0.46623331490075265,-0.3681964245349404,-0.020547316894246315,-0.011656164808812116,-0.06007471209607114,0.45617060147017774,-0.4692242584685377,-0.814502016154826,-1.3752284400778718,-1.2985101496831895,-0.4692242584685377,-0.814502016154826,-1.3752284400778718,-1.2985101496831895,1,1,1,1
1438794845620904,4983,0.8504548370646972,0.7830106430228159,0.835650013982333,0.7978154661051802,0.5108270992807419,-0.3736522940603101,0.37913859478961426,0.5046314506245184,0.048129848476987584,-0.2603509761255924,-0.4231379853987759,-0.3086224066037472,-0.027286258581809972,-0.011656164808812116,-0.03263833583911395,0.46268151394198637,-0.4835219112947526,-0.814502016154826,-1.3769929441280357,-1.2722334226769298,-0.4835219112947526,-0.814502016154826,-1.3769929441280357,-1.2722334226769298,1,1,1,1
