Time ms,AlphaAbs0,AlphaAbs1,AlphaAbs2,AlphaAbs3, BetaAbs0, BetaAbs1, BetaAbs2, BetaAbs3, DeltaAbs0, DeltaAbs1, DeltaAbs2, DeltaAbs3, GammaAbs0, GammaAbs1, GammaAbs2, GammaAbs3, ThetaAbs0, ThetaAbs1, ThetaAbs2, ThetaAbs3, Horseshoe0, Horseshoe1, Horseshoe2, Horseshoe4 
64889,0.308456337,-0.889423838,-0.250598139,0.281273007,0.082882253,-0.978061568,-0.784207525,0.010316583,0.140098657,-0.228711412,0.201380034,0.066821152,-0.544050837,-1.545354782,-1.287625789,-0.823931068,-0.544050837,-1.545354782,-1.287625789,-0.823931068,1,1,1,1
64994,0.335705868,-0.869871063,-0.310677885,0.281273007,0.062075843,-0.984239511,-0.852282077,0.010316583,0.164468605,-0.254785153,0.05912343,0.066821152,-0.536755901,-1.570109563,-1.348154746,-0.823931068,-0.536755901,-1.570109563,-1.348154746,-0.823931068,1,1,1,1
65136,0.341949436,-0.844600402,-0.410848176,0.281273007,0.042916347,-0.974053382,-0.906008537,0.010316583,0.1867227,-0.300385264,-0.093213609,0.066821152,-0.514664528,-1.57592957,-1.385588772,-0.823931068,-0.514664528,-1.57592957,-1.385588772,-0.823931068,1,1,1,1
65197,0.341949436,-0.765292913,-0.518421449,0.281273007,0.029365086,-0.955032986,-0.937316517,0.010316583,0.211995487,-0.350153207,-0.163580733,0.066821152,-0.486240359,-1.571892856,-1.401185232,-0.823931068,-0.486240359,-1.571892856,-1.401185232,-0.823931068,1,1,1,1
65343,0.341949436,-0.667364,-0.441912717,0.281273007,0.02407887,-0.93083822,-0.948570083,0.010316583,0.251350664,-0.351739599,-0.056828097,0.066821152,-0.461908827,-1.569426926,-1.406249974,-0.823931068,-0.461908827,-1.569426926,-1.406249974,-0.823931068,1,1,1,1
65402,0.341949436,-0.611333319,-0.291806035,0.281273007,0.026619871,-0.900782823,-0.947752673,0.010316583,0.31349814,-0.258721969,0.158101449,0.066821152,-0.447078142,-1.573304871,-1.410217831,-0.823931068,-0.447078142,-1.573304871,-1.410217831,-0.823931068,1,1,1,1
65508,0.341949436,-0.567894572,-0.203848805,0.281273007,0.033753049,-0.864503596,-0.935250688,0.010316583,0.391517644,-0.099073089,0.373097508,0.066821152,-0.441323564,-1.58152948,-1.411525728,-0.823931068,-0.441323564,-1.58152948,-1.411525728,-0.823931068,1,1,1,1
65634,0.341949436,-0.54799029,-0.18967871,0.281273007,0.041163439,-0.826668385,-0.914620079,0.010316583,0.470545274,0.065895471,0.545960147,0.066821152,-0.440099239,-1.587401416,-1.404735445,-0.823931068,-0.440099239,-1.587401416,-1.404735445,-0.823931068,1,1,1,1
65720,0.341949436,-0.540994242,-0.18967871,0.220959216,0.047579212,-0.792514244,-0.88754464,0.03591595,0.545717635,0.201528688,0.669359058,0.237212205,-0.435384575,-1.584216995,-1.386279926,-0.801751977,-0.435384575,-1.584216995,-1.386279926,-0.801751977,1,1,1,1
65782,0.33253653,-0.531853284,-0.18967871,0.220959216,0.048918848,-0.765519951,-0.860206414,0.012828961,0.601514809,0.299118858,0.748044845,0.242769205,-0.430332151,-1.570712044,-1.358713855,-0.82120261,-0.430332151,-1.570712044,-1.358713855,-0.82120261,1,1,1,1
65938,0.304636509,-0.521072675,-0.187138814,0.220959216,0.047708164,-0.746780758,-0.837923506,-0.009482835,0.633297522,0.359675813,0.792192179,0.233836317,-0.427566042,-1.5503657,-1.328427684,-0.843581466,-0.427566042,-1.5503657,-1.328427684,-0.843581466,1,1,1,1
66001,0.257181798,-0.514622021,-0.178726784,0.220959216,0.048166787,-0.734330374,-0.823739315,-0.02699023,0.644673414,0.391210578,0.813946643,0.222615337,-0.425650102,-1.528278142,-1.300934721,-0.863774196,-0.425650102,-1.528278142,-1.300934721,-0.863774196,1,1,1,1
66151,0.228554575,-0.511896936,-0.180082145,0.220959216,0.052035744,-0.7272122,-0.81676457,-0.038341584,0.643881773,0.404621841,0.823717724,0.223617348,-0.420441243,-1.507084118,-1.278571032,-0.877634192,-0.420441243,-1.507084118,-1.278571032,-0.877634192,1,1,1,1
66233,0.212193035,-0.511896936,-0.189297131,0.220959216,0.059685343,-0.725410891,-0.812937837,-0.044959195,0.637585783,0.409845896,0.829217191,0.240494788,-0.408990052,-1.48630534,-1.26163104,-0.881977149,-0.408990052,-1.48630534,-1.26163104,-0.881977149,1,1,1,1
66312,0.212193035,-0.511896936,-0.19233861,0.220959216,0.069169645,-0.729692533,-0.808386023,-0.049756066,0.628818004,0.412317676,0.832751547,0.265119039,-0.392296404,-1.464780649,-1.248579994,-0.874657588,-0.392296404,-1.464780649,-1.248579994,-0.874657588,1,1,1,1
66462,0.212193035,-0.511896936,-0.19233861,0.220959216,0.078760007,-0.740118504,-0.800475761,-0.055052736,0.618966485,0.41412915,0.835303156,0.286742889,-0.376658093,-1.442166489,-1.2389756,-0.85799725,-0.376658093,-1.442166489,-1.2389756,-0.85799725,1,1,1,1
66549,0.204410424,-0.511896936,-0.19233861,0.220959216,0.088007147,-0.75407959,-0.789586756,-0.061168496,0.609277067,0.414835177,0.837046783,0.300321615,-0.368545862,-1.420653813,-1.233060156,-0.838564718,-0.368545862,-1.420653813,-1.233060156,-0.838564718,1,1,1,1
66588,0.148327058,-0.511896936,-0.19233861,0.220959216,0.096973275,-0.769935725,-0.779256147,-0.066272722,0.598938316,0.412763498,0.836420859,0.307397802,-0.371896026,-1.403564364,-1.231759754,-0.822057659,-0.371896026,-1.403564364,-1.231759754,-0.822057659,1,1,1,1
66740,0.018665685,-0.511896936,-0.19233861,0.220959216,0.105684009,-0.786453272,-0.771560984,-0.08229876,0.588121626,0.406191357,0.830214682,0.330571045,-0.385998752,-1.393795303,-1.233494992,-0.806809423,-0.385998752,-1.393795303,-1.233494992,-0.806809423,1,1,1,1
66845,-0.128746731,-0.517098115,-0.19233861,0.21073857,0.114373527,-0.804333618,-0.76856931,-0.094670463,0.591232924,0.39116909,0.811028571,0.342167328,-0.396766862,-1.391500479,-1.237798763,-0.807212375,-0.396766862,-1.391500479,-1.237798763,-0.807212375,1,1,1,1
66885,-0.248247428,-0.57005255,-0.19233861,0.199210514,0.118554523,-0.827626876,-0.770384653,-0.109606511,0.578636884,0.362753159,0.769285224,0.350815608,-0.405180019,-1.392992957,-1.243639327,-0.811720536,-0.405180019,-1.392992957,-1.243639327,-0.811720536,1,1,1,1
67031,-0.296009749,-0.614662951,-0.210186493,0.169669168,0.118669199,-0.854422257,-0.774004274,-0.125744987,0.539293195,0.320108316,0.698114778,0.355822534,-0.40799757,-1.395608749,-1.247543154,-0.817714841,-0.40799757,-1.395608749,-1.247543154,-0.817714841,1,1,1,1
67107,-0.309452127,-0.621500415,-0.289422494,0.11500577,0.117297125,-0.878765022,-0.774203295,-0.139715932,0.459710871,0.282603857,0.602729364,0.357838542,-0.406631802,-1.395090164,-1.241228226,-0.820821102,-0.406631802,-1.395090164,-1.241228226,-0.820821102,1,1,1,1
67258,-0.3161704,-0.599355298,-0.289854861,0.034819623,0.116710944,-0.88927628,-0.764292795,-0.146680545,0.333879741,0.286037826,0.512553826,0.359910357,-0.403762625,-1.387572401,-1.207649205,-0.816755813,-0.403762625,-1.387572401,-1.207649205,-0.816755813,1,1,1,1
67327,-0.317249509,-0.512074054,-0.326766531,-0.079414494,0.11675719,-0.872009347,-0.776443312,-0.145275369,0.16057497,0.349327166,0.386791086,0.368423621,-0.400625867,-1.365476673,-1.216413974,-0.803346649,-0.400625867,-1.365476673,-1.216413974,-0.803346649,1,1,1,1
67414,-0.318469415,-0.409698058,-0.333922237,-0.186262623,0.115194696,-0.823612923,-0.787662981,-0.137879427,-0.028420653,0.449799446,0.271971768,0.388224353,-0.395048955,-1.321774629,-1.228441592,-0.780820889,-0.395048955,-1.321774629,-1.228441592,-0.780820889,1,1,1,1
67563,-0.319686126,-0.324536797,-0.333922237,-0.251916224,0.107943642,-0.756686233,-0.794812374,-0.12964894,-0.15553151,0.550175656,0.196100371,0.41586813,-0.386941783,-1.262183029,-1.239467378,-0.751528832,-0.386941783,-1.262183029,-1.239467378,-0.751528832,1,1,1,1
67622,-0.322688217,-0.264811821,-0.341301582,-0.254953904,0.09283568,-0.68849997,-0.795941152,-0.125318508,-0.180209995,0.63024671,0.165362577,0.440104766,-0.379473312,-1.199673693,-1.245472118,-0.718754502,-0.379473312,-1.199673693,-1.245472118,-0.718754502,1,1,1,1
67678,-0.322688217,-0.248496529,-0.350288975,-0.254953904,0.09283568,-0.632244577,-0.791204827,-0.125318508,-0.180209995,0.684164025,0.159359874,0.440104766,-0.379473312,-1.148784516,-1.245006269,-0.718754502,-0.379473312,-1.148784516,-1.245006269,-0.718754502,4,1,1,1
67846,-0.322688217,-0.241222534,-0.35380075,-0.254953904,0.09283568,-0.59219448,-0.78197163,-0.125318508,-0.180209995,0.714029797,0.171359756,0.440104766,-0.379473312,-1.115233146,-1.240228064,-0.718754502,-0.379473312,-1.115233146,-1.240228064,-0.718754502,4,1,1,4
67904,-0.322688217,-0.232115666,-0.35380075,-0.254953904,0.09283568,-0.564526334,-0.772320585,-0.125318508,-0.180209995,0.725406749,0.19716102,0.440104766,-0.379473312,-1.095528112,-1.232834898,-0.718754502,-0.379473312,-1.095528112,-1.232834898,-0.718754502,4,1,1,1
67987,-0.322688217,-0.221289676,-0.35380075,-0.254953904,0.09283568,-0.540674514,-0.763422178,-0.125318508,-0.180209995,0.727140514,0.235792967,0.440104766,-0.379473312,-1.085521069,-1.223211847,-0.718754502,-0.379473312,-1.085521069,-1.223211847,-0.718754502,4,1,1,1
68128,-0.322688217,-0.168970141,-0.35380075,-0.254953904,0.09283568,-0.494295928,-0.753551241,-0.125318508,-0.180209995,0.726828821,0.287967881,0.440104766,-0.379473312,-1.066838393,-1.208184604,-0.718754502,-0.379473312,-1.066838393,-1.208184604,-0.718754502,4,1,1,4
68202,-0.322688217,-0.102459814,-0.35380075,-0.254953904,0.09283568,-0.394802393,-0.753551241,-0.125318508,-0.180209995,0.731052998,0.287967881,0.440104766,-0.379473312,-1.013520064,-1.208184604,-0.718754502,-0.379473312,-1.013520064,-1.208184604,-0.718754502,4,1,1,4
68363,-0.322688217,0.020712227,-0.35380075,-0.254953904,0.09283568,-0.252134682,-0.753551241,-0.125318508,-0.180209995,0.745316762,0.287967881,0.440104766,-0.379473312,-0.916345421,-1.208184604,-0.718754502,-0.379473312,-0.916345421,-1.208184604,-0.718754502,1,1,1,4
68417,-0.322688217,0.09958938,-0.35380075,-0.254953904,0.09283568,-0.105424175,-0.753551241,-0.125318508,-0.180209995,0.769471766,0.287967881,0.440104766,-0.379473312,-0.798791413,-1.208184604,-0.718754502,-0.379473312,-0.798791413,-1.208184604,-0.718754502,1,1,1,4
68519,-0.322688217,0.116533126,-0.35380075,-0.254953904,0.09283568,0.012177742,-0.753551241,-0.125318508,-0.180209995,0.796917516,0.287967881,0.440104766,-0.379473312,-0.691159265,-1.208184604,-0.718754502,-0.379473312,-0.691159265,-1.208184604,-0.718754502,4,1,1,4
68664,-0.322688217,0.116533126,-0.35380075,-0.254953904,0.09283568,0.036881087,-0.753551241,-0.125318508,-0.180209995,0.811356542,0.287967881,0.440104766,-0.379473312,-0.666461813,-1.208184604,-0.718754502,-0.379473312,-0.666461813,-1.208184604,-0.718754502,4,1,1,4
68720,-0.322688217,0.116533126,-0.35380075,-0.254953904,0.09283568,0.06206517,-0.753551241,-0.125318508,-0.180209995,0.809338585,0.287967881,0.440104766,-0.379473312,-0.64157795,-1.208184604,-0.718754502,-0.379473312,-0.64157795,-1.208184604,-0.718754502,4,1,1,4
68816,-0.322688217,0.116533126,-0.35380075,-0.254953904,0.09283568,0.087211974,-0.753551241,-0.125318508,-0.180209995,0.784586657,0.287967881,0.440104766,-0.379473312,-0.617947756,-1.208184604,-0.718754502,-0.379473312,-0.617947756,-1.208184604,-0.718754502,4,1,1,1
68957,-0.322688217,0.116533126,-0.35380075,-0.254953904,0.09283568,0.112002975,-0.753551241,-0.125318508,-0.180209995,0.734822905,0.287967881,0.440104766,-0.379473312,-0.597403383,-1.208184604,-0.718754502,-0.379473312,-0.597403383,-1.208184604,-0.718754502,4,1,1,1
68992,-0.322688217,0.116533126,-0.35380075,-0.254953904,0.09283568,0.137045606,-0.753551241,-0.125318508,-0.180209995,0.662868105,0.287967881,0.440104766,-0.379473312,-0.579750599,-1.208184604,-0.718754502,-0.379473312,-0.579750599,-1.208184604,-0.718754502,4,1,1,1
69111,-0.322688217,0.109717411,-0.35380075,-0.254953904,0.09283568,0.16446181,-0.753551241,-0.125318508,-0.180209995,0.575891744,0.287967881,0.440104766,-0.379473312,-0.562570021,-1.208184604,-0.718754502,-0.379473312,-0.562570021,-1.208184604,-0.718754502,4,1,1,2
69226,-0.322688217,0.087352151,-0.35380075,-0.254953904,0.09283568,0.197881267,-0.753551241,-0.125318508,-0.180209995,0.490538971,0.287967881,0.440104766,-0.379473312,-0.540243088,-1.208184604,-0.718754502,-0.379473312,-0.540243088,-1.208184604,-0.718754502,4,1,1,2
69300,-0.322688217,0.085311255,-0.35380075,-0.254953904,0.09283568,0.241147839,-0.753551241,-0.125318508,-0.180209995,0.436768657,0.287967881,0.440104766,-0.379473312,-0.506977554,-1.208184604,-0.718754502,-0.379473312,-0.506977554,-1.208184604,-0.718754502,4,1,1,2
69449,-0.322688217,0.085311255,-0.35380075,-0.254953904,0.09283568,0.296602865,-0.753551241,-0.125318508,-0.180209995,0.444003439,0.287967881,0.440104766,-0.379473312,-0.460034832,-1.208184604,-0.718754502,-0.379473312,-0.460034832,-1.208184604,-0.718754502,4,1,1,2
69505,-0.322688217,0.085311255,-0.35380075,-0.254953904,0.09283568,0.296602865,-0.753551241,-0.125318508,-0.180209995,0.444003439,0.287967881,0.440104766,-0.379473312,-0.460034832,-1.208184604,-0.718754502,-0.379473312,-0.460034832,-1.208184604,-0.718754502,4,1,1,2
69607,-0.322688217,0.085311255,-0.35380075,-0.254953904,0.09283568,0.296602865,-0.753551241,-0.125318508,-0.180209995,0.444003439,0.287967881,0.440104766,-0.379473312,-0.460034832,-1.208184604,-0.718754502,-0.379473312,-0.460034832,-1.208184604,-0.718754502,4,1,1,2
69749,-0.322688217,0.085311255,0.453829137,-0.254953904,0.09283568,0.296602865,0.240013114,-0.125318508,-0.180209995,0.444003439,0.886287712,0.440104766,-0.379473312,-0.460034832,0.077249012,-0.718754502,-0.379473312,-0.460034832,0.077249012,-0.718754502,4,1,1,2
69803,-0.322688217,0.085311255,0.453829137,-0.254953904,0.09283568,0.296602865,0.1904482,-0.125318508,-0.180209995,0.444003439,0.849434527,0.440104766,-0.379473312,-0.460034832,0.024378461,-0.718754502,-0.379473312,-0.460034832,0.024378461,-0.718754502,4,1,1,2
69879,-0.322688217,0.085311255,0.453829137,-0.254953904,0.09283568,0.296602865,0.140999468,-0.125318508,-0.180209995,0.444003439,0.809924694,0.440104766,-0.379473312,-0.460034832,-0.025121939,-0.718754502,-0.379473312,-0.460034832,-0.025121939,-0.718754502,4,1,1,2
70023,-0.322688217,0.085311255,0.438434215,-0.254953904,0.09283568,0.296602865,0.050162302,-0.125318508,-0.180209995,0.444003439,0.730091817,0.440104766,-0.379473312,-0.460034832,-0.169336769,-0.718754502,-0.379473312,-0.460034832,-0.169336769,-0.718754502,4,1,1,2
70100,-0.322688217,0.085311255,0.39403337,-0.254953904,0.09283568,0.296602865,-0.046550557,-0.125318508,-0.180209995,0.444003439,0.629862419,0.440104766,-0.379473312,-0.460034832,-0.333083941,-0.718754502,-0.379473312,-0.460034832,-0.333083941,-0.718754502,4,1,1,2
70173,-0.322688217,0.085311255,0.39403337,-0.254953904,0.09283568,0.296602865,-0.087426267,-0.125318508,-0.180209995,0.444003439,0.597037866,0.440104766,-0.379473312,-0.460034832,-0.365985164,-0.718754502,-0.379473312,-0.460034832,-0.365985164,-0.718754502,4,1,1,2
70341,-0.322688217,-0.540710944,0.39403337,-0.254953904,0.09283568,-0.484216893,-0.120545077,-0.125318508,-0.180209995,0.570515892,0.567710276,0.440104766,-0.379473312,-0.941513968,-0.388407213,-0.718754502,-0.379473312,-0.941513968,-0.388407213,-0.718754502,4,1,1,2
70399,-0.322688217,-0.517657336,0.39403337,-0.254953904,0.09283568,-0.436439396,-0.145411281,-0.125318508,-0.180209995,0.541555681,0.539275407,0.440104766,-0.379473312,-0.881250383,-0.39899886,-0.718754502,-0.379473312,-0.881250383,-0.39899886,-0.718754502,4,1,1,2
70541,-0.322688217,-0.515449163,0.39403337,-0.254953904,0.09283568,-0.404801831,-0.162081113,-0.125318508,-0.180209995,0.527622221,0.508453652,0.440104766,-0.379473312,-0.829747905,-0.397150689,-0.718754502,-0.379473312,-0.829747905,-0.397150689,-0.718754502,4,1,1,2
70639,-0.322688217,-0.509637364,0.39403337,-0.254953904,0.09283568,-0.387606337,-0.173269341,-0.125318508,-0.180209995,0.519156146,0.477089875,0.440104766,-0.379473312,-0.788838606,-0.382957479,-0.718754502,-0.379473312,-0.788838606,-0.382957479,-0.718754502,4,1,1,2
70696,-0.322688217,-0.487228698,0.39403337,-0.254953904,0.09283568,-0.378602426,-0.182073797,-0.125318508,-0.180209995,0.510994535,0.447720998,0.440104766,-0.379473312,-0.757686388,-0.357672585,-0.718754502,-0.379473312,-0.757686388,-0.357672585,-0.718754502,4,1,1,2
70838,-0.322688217,-0.450918009,0.39403337,-0.254953904,0.09283568,-0.370865445,-0.191709031,-0.125318508,-0.180209995,0.502091972,0.422557925,0.440104766,-0.379473312,-0.733259261,-0.325716661,-0.718754502,-0.379473312,-0.733259261,-0.325716661,-0.718754502,4,1,1,2
70946,-0.322688217,-0.403768319,0.254814297,-0.254953904,0.09283568,-0.361178047,-0.279758921,-0.125318508,-0.180209995,0.495106208,0.363768206,0.440104766,-0.379473312,-0.711114796,-0.328335829,-0.718754502,-0.379473312,-0.711114796,-0.328335829,-0.718754502,4,1,1,2
70984,-0.322688217,-0.34220395,0.076998083,-0.254953904,0.09283568,-0.349086638,-0.371848664,-0.125318508,-0.180209995,0.488442409,0.298789971,0.440104766,-0.379473312,-0.682791545,-0.316054372,-0.718754502,-0.379473312,-0.682791545,-0.316054372,-0.718754502,4,1,1,2
71125,-0.322688217,-0.306918645,-0.015158285,-0.254953904,0.09283568,-0.335116608,-0.44266566,-0.125318508,-0.180209995,0.480379764,0.258284717,0.440104766,-0.379473312,-0.63780473,-0.289702288,-0.718754502,-0.379473312,-0.63780473,-0.289702288,-0.718754502,4,1,1,2
71208,-0.322688217,-0.289451283,0.028030565,-0.254953904,0.09283568,-0.319179828,-0.466150602,-0.125318508,-0.180209995,0.470220623,0.273470677,0.440104766,-0.379473312,-0.575445639,-0.250113258,-0.718754502,-0.379473312,-0.575445639,-0.250113258,-0.718754502,2,1,1,2
71290,-0.322688217,-0.285156437,-0.006680191,-0.254953904,0.09283568,-0.288379285,-0.473834146,-0.125318508,-0.180209995,0.403194231,0.249060296,0.440104766,-0.379473312,-0.486686172,-0.232484452,-0.718754502,-0.379473312,-0.486686172,-0.232484452,-0.718754502,2,1,1,2
71413,-0.322688217,-0.195285272,-0.030165675,-0.254953904,0.09283568,-0.256934378,-0.462034184,-0.125318508,-0.180209995,0.352303842,0.241899585,0.440104766,-0.379473312,-0.409954609,-0.208115587,-0.718754502,-0.379473312,-0.409954609,-0.208115587,-0.718754502,2,1,1,2
71501,-0.322688217,-0.095169583,-0.038970942,-0.254953904,0.09283568,-0.22410543,-0.442597583,-0.125318508,-0.180209995,0.329747806,0.242452493,0.440104766,-0.379473312,-0.351814562,-0.180300776,-0.718754502,-0.379473312,-0.351814562,-0.180300776,-0.718754502,2,1,1,2
71641,-0.322688217,-0.053458801,-0.038970942,-0.254953904,0.09283568,-0.182202129,-0.419764822,-0.125318508,-0.180209995,0.333099542,0.246588732,0.440104766,-0.379473312,-0.30679547,-0.149934829,-0.718754502,-0.379473312,-0.30679547,-0.149934829,-0.718754502,4,1,1,2
71725,-0.322688217,0.027613409,-0.038970942,-0.254953904,0.09283568,-0.129087914,-0.396611357,-0.125318508,-0.180209995,0.351226249,0.253761483,0.440104766,-0.379473312,-0.266013813,-0.117526439,-0.718754502,-0.379473312,-0.266013813,-0.117526439,-0.718754502,4,1,1,2
71801,-0.322688217,0.120386066,-0.038970942,-0.254953904,0.09283568,-0.067515352,-0.375036249,-0.125318508,-0.180209995,0.370310841,0.264960103,0.440104766,-0.379473312,-0.224620493,-0.084119328,-0.718754502,-0.379473312,-0.224620493,-0.084119328,-0.718754502,4,1,1,2
71923,-0.322688217,0.195383112,-0.038970942,-0.254953904,0.09283568,-0.007569541,-0.358886491,-0.125318508,-0.180209995,0.382023248,0.285729135,0.440104766,-0.379473312,-0.184934335,-0.050933952,-0.718754502,-0.379473312,-0.184934335,-0.050933952,-0.718754502,4,1,1,2
72021,-0.322688217,0.236458068,-0.038970942,-0.254953904,0.09283568,0.040905871,-0.352487316,-0.125318508,-0.180209995,0.388195415,0.326053604,0.440104766,-0.379473312,-0.15283724,-0.019331598,-0.718754502,-0.379473312,-0.15283724,-0.019331598,-0.718754502,4,1,1,2
72076,-0.322688217,0.237727822,-0.038970942,-0.254953904,0.09283568,0.073524382,-0.355225197,-0.125318508,-0.180209995,0.391491311,0.3840067,0.440104766,-0.379473312,-0.131425411,0.00870331,-0.718754502,-0.379473312,-0.131425411,0.00870331,-0.718754502,4,1,1,2
72217,-0.322688217,0.239393979,-0.038970942,-0.254953904,0.09283568,0.091156283,-0.355225197,-0.125318508,-0.180209995,0.392760922,0.3840067,0.440104766,-0.379473312,-0.120461873,0.00870331,-0.718754502,-0.379473312,-0.120461873,0.00870331,-0.718754502,4,1,1,2
72295,-0.322688217,0.242362135,-0.038970942,-0.254953904,0.09283568,0.097061894,-0.355225197,-0.125318508,-0.180209995,0.390151329,0.3840067,0.440104766,-0.379473312,-0.117645829,0.00870331,-0.718754502,-0.379473312,-0.117645829,0.00870331,-0.718754502,4,1,1,2
72374,-0.322688217,0.242362135,-0.038970942,-0.254953904,0.09283568,0.095369213,-0.355225197,-0.125318508,-0.180209995,0.380411872,0.3840067,0.440104766,-0.379473312,-0.120620914,0.00870331,-0.718754502,-0.379473312,-0.120620914,0.00870331,-0.718754502,4,1,1,2
72513,-0.322688217,0.242362135,-0.038970942,-0.254953904,0.09283568,0.08852619,-0.355225197,-0.125318508,-0.180209995,0.368224008,0.3840067,0.440104766,-0.379473312,-0.129075231,0.00870331,-0.718754502,-0.379473312,-0.129075231,0.00870331,-0.718754502,4,1,1,2
72613,-0.322688217,0.242362135,-0.038970942,-0.254953904,0.09283568,0.078478476,-0.355225197,-0.125318508,-0.180209995,0.3617989,0.3840067,0.440104766,-0.379473312,-0.145138393,0.00870331,-0.718754502,-0.379473312,-0.145138393,0.00870331,-0.718754502,4,1,1,2
72764,-0.322688217,0.242362135,-0.038970942,-0.254953904,0.09283568,0.06549765,-0.355225197,-0.125318508,-0.180209995,0.366366768,0.3840067,0.440104766,-0.379473312,-0.172205156,0.00870331,-0.718754502,-0.379473312,-0.172205156,0.00870331,-0.718754502,4,1,1,2
72798,-0.322688217,0.242362135,-0.038970942,-0.254953904,0.09283568,0.049574257,-0.355225197,-0.125318508,-0.180209995,0.378110594,0.3840067,0.440104766,-0.379473312,-0.211021244,0.00870331,-0.718754502,-0.379473312,-0.211021244,0.00870331,-0.718754502,2,1,1,2
72900,-0.322688217,0.242362135,-0.387013409,-0.254953904,0.09283568,0.031930493,-0.311019596,-0.125318508,-0.180209995,0.389236959,0.1232576,0.440104766,-0.379473312,-0.256652082,-0.638287177,-0.718754502,-0.379473312,-0.256652082,-0.638287177,-0.718754502,2,1,1,2
73045,-0.322688217,0.242362135,-0.340208593,-0.254953904,0.09283568,0.011294568,-0.32701444,-0.125318508,-0.180209995,0.395310839,0.075566415,0.440104766,-0.379473312,-0.303192887,-0.673512077,-0.718754502,-0.379473312,-0.303192887,-0.673512077,-0.718754502,2,1,1,2
73099,-0.322688217,0.214845969,-0.326516605,-0.254953904,0.09283568,-0.01940107,-0.34175446,-0.125318508,-0.180209995,0.3981848,0.047084542,0.440104766,-0.379473312,-0.350677072,-0.70344899,-0.718754502,-0.379473312,-0.350677072,-0.70344899,-0.718754502,2,1,1,2
73201,-0.322688217,0.208604819,-0.326516605,-0.254953904,0.09283568,-0.067803192,-0.358854548,-0.125318508,-0.180209995,0.39835888,0.044565729,0.440104766,-0.379473312,-0.406781177,-0.730712489,-0.718754502,-0.379473312,-0.406781177,-0.730712489,-0.718754502,2,1,1,2
73366,-0.322688217,0.200837977,-0.326516605,-0.254953904,0.09283568,-0.143117576,-0.379295823,-0.125318508,-0.180209995,0.397297262,0.072816291,0.440104766,-0.379473312,-0.482077698,-0.756170539,-0.718754502,-0.379473312,-0.482077698,-0.756170539,-0.718754502,2,1,1,2
73401,-0.322688217,0.199271792,-0.311684876,-0.254953904,0.09283568,-0.247482803,-0.402015432,-0.125318508,-0.180209995,0.40055456,0.131075848,0.440104766,-0.379473312,-0.582214998,-0.778425418,-0.718754502,-0.379473312,-0.582214998,-0.778425418,-0.718754502,2,1,1,2
73529,-0.322688217,0.186390919,-0.263681145,-0.254953904,0.09283568,-0.372704326,-0.424396603,-0.125318508,-0.180209995,0.414892217,0.214899964,0.440104766,-0.379473312,-0.701133977,-0.793820286,-0.718754502,-0.379473312,-0.701133977,-0.793820286,-0.718754502,2,1,1,2
73607,-0.322688217,0.11178989,-0.263681145,-0.254953904,0.09283568,-0.497634785,-0.424396603,-0.125318508,-0.180209995,0.449177617,0.214899964,0.440104766,-0.379473312,-0.821501766,-0.793820286,-0.718754502,-0.379473312,-0.821501766,-0.793820286,-0.718754502,2,1,1,2
73691,-0.322688217,-0.035498725,-0.263681145,-0.254953904,0.09283568,-0.581171738,-0.424396603,-0.125318508,-0.180209995,0.499687089,0.214899964,0.440104766,-0.379473312,-0.908547891,-0.793820286,-0.718754502,-0.379473312,-0.908547891,-0.793820286,-0.718754502,2,1,1,2
73860,-0.322688217,-0.148322443,-0.263681145,-0.254953904,0.09283568,-0.571779908,-0.424396603,-0.125318508,-0.180209995,0.552489309,0.214899964,0.440104766,-0.379473312,-0.910696306,-0.793820286,-0.718754502,-0.379473312,-0.910696306,-0.793820286,-0.718754502,2,1,1,2
73922,-0.322688217,-0.111894043,-0.263681145,-0.254953904,0.09283568,-0.467502759,-0.515253758,-0.125318508,-0.180209995,0.592148165,0.178808098,0.440104766,-0.379473312,-0.816777399,-0.875959779,-0.718754502,-0.379473312,-0.816777399,-0.875959779,-0.718754502,2,1,1,2
73974,-0.322688217,-0.007283854,-0.263681145,-0.254953904,0.09283568,-0.325862467,-0.547073738,-0.125318508,-0.180209995,0.61224176,0.165056211,0.440104766,-0.379473312,-0.681428876,-0.934591909,-0.718754502,-0.379473312,-0.681428876,-0.934591909,-0.718754502,2,1,1,2
74118,-0.322688217,0.050624804,-0.263681145,-0.254953904,0.09283568,-0.196913991,-0.548981127,-0.125318508,-0.180209995,0.616665901,0.173713869,0.440104766,-0.379473312,-0.560441113,-0.977573407,-0.718754502,-0.379473312,-0.560441113,-0.977573407,-0.718754502,2,1,1,2
74218,-0.322688217,0.055054837,-0.263681145,-0.254953904,0.09283568,-0.099090945,-0.549311553,-0.125318508,-0.180209995,0.615422799,0.19840101,0.440104766,-0.379473312,-0.475122874,-1.010348825,-0.718754502,-0.379473312,-0.475122874,-1.010348825,-0.718754502,2,1,1,2
74295,-0.322688217,0.039613152,-0.265873965,-0.254953904,0.09283568,-0.033326836,-0.557272336,-0.125318508,-0.180209995,0.616340154,0.237729888,0.440104766,-0.379473312,-0.425333031,-1.028126688,-0.718754502,-0.379473312,-0.425333031,-1.028126688,-0.718754502,2,1,1,4
