Time ms,AlphaAbs0,AlphaAbs1,AlphaAbs2,AlphaAbs3, BetaAbs0, BetaAbs1, BetaAbs2, BetaAbs3, DeltaAbs0, DeltaAbs1, DeltaAbs2, DeltaAbs3, GammaAbs0, GammaAbs1, GammaAbs2, GammaAbs3, ThetaAbs0, ThetaAbs1, ThetaAbs2, ThetaAbs3, Horseshoe0, Horseshoe1, Horseshoe2, Horseshoe4 
37034,0.169396722,-0.503127761,-0.197360341,0.140755879,0.011772469,-0.749564776,-0.409227734,0.301557992,0.508481429,0.286028837,0.628673387,0.458799774,-0.879597162,-1.242342024,-1.020851591,-0.150483892,-0.879597162,-1.242342024,-1.020851591,-0.150483892,1,1,1,1
37180,0.198504842,-0.497849795,-0.197360341,0.167391049,0.022760573,-0.725249271,-0.409227734,0.327211919,0.552557662,0.318678962,0.628673387,0.479919925,-0.884445637,-1.222207035,-1.020851591,-0.145734311,-0.884445637,-1.222207035,-1.020851591,-0.145734311,1,1,1,1
37237,0.229016008,-0.497849795,-0.197360341,0.160642702,0.028318079,-0.714151158,-0.409227734,0.356958841,0.588189384,0.330859544,0.628673387,0.481722777,-0.88741963,-1.20861743,-1.020851591,-0.143706711,-0.88741963,-1.20861743,-1.020851591,-0.143706711,1,1,1,1
37382,0.239390945,-0.496866209,0.107022703,0.160474409,0.02700104,-0.719399939,-0.412974904,0.387077147,0.624842023,0.324321782,0.896479769,0.475649405,-0.887244107,-1.198893774,-0.774470403,-0.145597109,-0.887244107,-1.198893774,-0.774470403,-0.145597109,1,1,1,1
37465,0.239390945,-0.496866209,0.112732399,0.160474409,0.018061914,-0.739607546,-0.42520708,0.412750906,0.667045473,0.30286925,0.845471808,0.468838174,-0.882393609,-1.190869442,-0.778597743,-0.150565911,-0.882393609,-1.190869442,-0.778597743,-0.150565911,1,1,1,1
37548,0.239390945,-0.496866209,0.112732399,0.145648918,0.002899899,-0.768612795,-0.431627852,0.42979109,0.707532723,0.269885848,0.795300698,0.461417995,-0.873709865,-1.183359294,-0.783434805,-0.156653932,-0.873709865,-1.183359294,-0.783434805,-0.156653932,1,1,1,1
37693,0.239390945,-0.506457231,0.112732399,0.12879284,-0.014455691,-0.796186192,-0.434229929,0.436424017,0.740159588,0.231255588,0.747796681,0.450205703,-0.862670963,-1.176768427,-0.788837939,-0.164103944,-0.862670963,-1.176768427,-0.788837939,-0.164103944,1,1,1,1
37752,0.232485281,-0.522079677,0.112732399,0.12879284,-0.029804813,-0.815063875,-0.434741003,0.434471881,0.763275226,0.197185067,0.705467347,0.435575357,-0.853135242,-1.17277979,-0.794293175,-0.17497236,-0.853135242,-1.17277979,-0.794293175,-0.17497236,1,1,1,1
37839,0.209597077,-0.546598813,0.112732399,0.12879284,-0.040472381,-0.823650799,-0.433994351,0.428144294,0.781814513,0.177392147,0.670264114,0.422855464,-0.845719641,-1.171204018,-0.798810793,-0.19162502,-0.845719641,-1.171204018,-0.798810793,-0.19162502,1,1,1,1
37964,0.177190316,-0.546598813,0.112732399,0.12879284,-0.047126141,-0.826513866,-0.432807728,0.421099443,0.79880057,0.174925898,0.645038734,0.416014273,-0.836244832,-1.170146924,-0.800740096,-0.210941195,-0.836244832,-1.170146924,-0.800740096,-0.210941195,1,1,1,1
38047,0.1957724,-0.546598813,0.112732399,0.130829338,-0.052291334,-0.828725336,-0.433621939,0.414829143,0.812879203,0.183267387,0.631170751,0.413359065,-0.816904229,-1.166564618,-0.798174635,-0.224634698,-0.816904229,-1.166564618,-0.798174635,-0.224634698,1,1,1,1
38123,0.232787148,-0.546598813,0.112732399,0.12576995,-0.057547955,-0.835061676,-0.437785398,0.408818775,0.819052623,0.186820642,0.624562814,0.40456182,-0.782718733,-1.160357605,-0.789571844,-0.223856641,-0.782718733,-1.160357605,-0.789571844,-0.223856641,1,1,1,1
38273,0.272087204,-0.547409814,0.114478246,0.104349695,-0.063167006,-0.846109687,-0.445119732,0.401893839,0.811557561,0.166259103,0.618556078,0.373891178,-0.735399785,-1.155411837,-0.776698011,-0.206540278,-0.735399785,-1.155411837,-0.776698011,-0.206540278,1,1,1,1
38358,0.335377865,-0.550840319,0.114478246,0.107323414,-0.067013468,-0.864547434,-0.466767741,0.392188973,0.78860138,0.106588997,0.576635827,0.312831791,-0.682773186,-1.155520837,-0.760874361,-0.179708466,-0.682773186,-1.155520837,-0.760874361,-0.179708466,1,1,1,1
38513,0.386877058,-0.568317079,0.089166724,0.131164248,-0.064959174,-0.889744498,-0.483735871,0.377310223,0.753468673,8.36E-04,0.501795544,0.22180566,-0.634703534,-1.161971707,-0.749649862,-0.153387891,-0.634703534,-1.161971707,-0.749649862,-0.153387891,1,1,1,1
38557,0.398675562,-0.637021849,0.025815517,0.147977828,-0.051636076,-0.91801658,-0.495452052,0.35477663,0.716752554,-0.143343863,0.401334783,0.113516357,-0.596936248,-1.174200305,-0.745208813,-0.134170937,-0.596936248,-1.174200305,-0.745208813,-0.134170937,1,1,1,1
38662,0.383927581,-0.724976648,-0.065032686,0.146881189,-0.02880881,-0.943323139,-0.504708309,0.323432276,0.686439595,-0.293757754,0.294004123,0.007153479,-0.572152934,-1.190412926,-0.746472961,-0.124014839,-0.572152934,-1.190412926,-0.746472961,-0.124014839,1,1,1,1
38810,0.361926013,-0.754638274,-0.169202703,0.12379738,-0.002028097,-0.960767862,-0.512546012,0.284172536,0.660253666,-0.393159463,0.204798945,-0.082632021,-0.559889048,-1.209498971,-0.749859111,-0.121255687,-0.559889048,-1.209498971,-0.749859111,-0.121255687,1,1,1,1
38850,0.345574111,-0.795041046,-0.22413715,0.095287192,0.022749308,-0.969119803,-0.516701534,0.240929314,0.62446635,-0.411557926,0.150245963,-0.162325899,-0.557667183,-1.229123502,-0.750857189,-0.122024407,-0.557667183,-1.229123502,-0.750857189,-0.122024407,1,1,1,1
38950,0.329459833,-0.82807037,-0.257430659,0.085823014,0.042349668,-0.971489294,-0.513176841,0.201416723,0.567978736,-0.38211521,0.128622873,-0.241214849,-0.562652277,-1.247015866,-0.746771435,-0.123698086,-0.562652277,-1.247015866,-0.746771435,-0.123698086,1,1,1,1
39075,0.318404424,-0.848256366,-0.261587734,0.085823014,0.056335976,-0.971457165,-0.501606469,0.174932542,0.49150937,-0.343315126,0.124949977,-0.32257072,-0.570512593,-1.26178513,-0.73791224,-0.123436421,-0.570512593,-1.26178513,-0.73791224,-0.123436421,1,1,1,1
39134,0.313798588,-0.886308069,-0.279893449,0.085823014,0.066486211,-0.971170755,-0.484814806,0.167179752,0.404906824,-0.310998505,0.128799166,-0.393356971,-0.577587636,-1.273175182,-0.726609888,-0.119195804,-0.577587636,-1.273175182,-0.726609888,-0.119195804,1,1,1,1
39212,0.313798588,-0.920926286,-0.279893449,0.085823014,0.073974135,-0.970726268,-0.468575406,0.174940709,0.321974059,-0.290761315,0.129978289,-0.434391389,-0.581616158,-1.279848509,-0.715301884,-0.111170172,-0.581616158,-1.279848509,-0.715301884,-0.111170172,1,1,1,1
39374,0.313798588,-0.915048256,-0.279893449,0.085823014,0.078972859,-0.967887012,-0.457383131,0.188018722,0.243572752,-0.280102159,0.122695542,-0.436761983,-0.58449495,-1.279059475,-0.705147667,-0.10209697,-0.58449495,-1.279059475,-0.705147667,-0.10209697,1,1,1,1
39433,0.313798588,-0.715325936,-0.279893449,0.085823014,0.081920385,-0.962710244,-0.451201508,0.198134539,0.164622254,-0.266097733,0.101825761,-0.384757559,-0.590469331,-1.268095343,-0.695280561,-0.09811271,-0.590469331,-1.268095343,-0.695280561,-0.09811271,1,1,1,1
39599,0.313798588,-0.515254423,-0.277087089,0.085823014,0.082222527,-0.954868111,-0.445690112,0.20384283,0.088563884,-0.232873595,0.065839993,-0.279526975,-0.604372315,-1.249099822,-0.686407344,-0.105089011,-0.604372315,-1.249099822,-0.686407344,-0.105089011,1,1,1,1
39661,0.313798588,-0.409611146,-0.297672724,0.077200761,0.078430691,-0.945735786,-0.438694255,0.207698562,0.029049722,-0.178205199,0.024405061,-0.151223869,-0.629012404,-1.228368424,-0.682244634,-0.124478586,-0.629012404,-1.228368424,-0.682244634,-0.124478586,1,1,1,1
39731,0.310369546,-0.374387317,-0.351018384,0.074292752,0.070977144,-0.93774811,-0.431364827,0.212267773,3.08E-04,-0.11503369,-0.008288749,-0.03348204,-0.665220082,-1.212232408,-0.686136114,-0.152960985,-0.665220082,-1.212232408,-0.686136114,-0.152960985,1,1,1,1
39875,0.300766842,-0.372040495,-0.393227523,0.05601066,0.059825244,-0.931259163,-0.426878495,0.217821161,-0.001643911,-0.058079217,-0.020553354,0.053480395,-0.711343162,-1.204011625,-0.697892061,-0.184417779,-0.711343162,-1.204011625,-0.697892061,-0.184417779,1,1,1,1
39955,0.296637087,-0.372040495,-0.329352988,0.020758741,0.045288789,-0.925385549,-0.426284611,0.223087446,0.005126906,-0.015104233,-0.009778545,0.107604481,-0.761729698,-1.202050985,-0.712421432,-0.211641704,-0.761729698,-1.202050985,-0.712421432,-0.211641704,1,1,1,1
40024,0.254830802,-0.372040495,-0.146168946,-0.008398779,0.027218357,-0.918809603,-0.42661636,0.228306177,0.008362031,0.014949958,0.025084,0.134803756,-0.80826575,-1.201711803,-0.720496166,-0.230910592,-0.80826575,-1.201711803,-0.720496166,-0.230910592,1,1,1,1
40194,0.182801578,-0.372040495,0.028420979,-0.016275814,0.007268573,-0.90817268,-0.423893884,0.233670949,0.003699215,0.038341466,0.085985971,0.145244052,-0.841150589,-1.198708163,-0.714385369,-0.238149061,-0.841150589,-1.198708163,-0.714385369,-0.238149061,1,1,1,1
40233,0.109535954,-0.372040495,0.112149879,-0.007891398,-0.01239215,-0.890516059,-0.41671655,0.238219367,0.002535009,0.061849966,0.163844304,0.151576976,-0.853949328,-1.191182024,-0.694200493,-0.229459703,-0.853949328,-1.191182024,-0.694200493,-0.229459703,1,1,1,1
40384,0.081407976,-0.372040495,0.126150674,0.025257994,-0.028680637,-0.866126436,-0.408492634,0.241105209,0.009559898,0.086426472,0.238448908,0.161283035,-0.848947566,-1.181364767,-0.668501778,-0.207143338,-0.848947566,-1.181364767,-0.668501778,-0.207143338,1,1,1,1
40463,0.049637335,-0.372040495,0.127994695,0.079075516,-0.040757161,-0.838995874,-0.404294178,0.241496841,0.019510234,0.114236946,0.291696811,0.178897278,-0.833640584,-1.171360924,-0.646659844,-0.177685412,-0.833640584,-1.171360924,-0.646659844,-0.177685412,1,1,1,1
40550,0.008070676,-0.372040495,0.127994695,0.104935943,-0.050596965,-0.814145515,-0.405404913,0.239141191,0.026985461,0.150164495,0.320473625,0.209379736,-0.817694155,-1.163365837,-0.634700774,-0.151134965,-0.817694155,-1.163365837,-0.634700774,-0.151134965,1,1,1,1
40695,-0.002162017,-0.372040495,0.127994695,0.126419283,-0.061037076,-0.794972531,-0.408653205,0.233098281,0.044547458,0.202015585,0.337486208,0.260945237,-0.807486433,-1.158900839,-0.632852828,-0.133870295,-0.807486433,-1.158900839,-0.632852828,-0.133870295,1,1,1,1
40775,0.020248658,-0.372040495,0.127994695,0.130517418,-0.0724608,-0.781576947,-0.409042953,0.222153775,0.106902288,0.270392158,0.364445337,0.333599318,-0.805604131,-1.159233905,-0.638034273,-0.125736235,-0.805604131,-1.159233905,-0.638034273,-0.125736235,1,1,1,1
40817,0.036264309,-0.372040495,0.127994695,0.130517418,-0.084363405,-0.775151485,-0.40488962,0.20577659,0.221175171,0.343406669,0.413243829,0.415869631,-0.809302075,-1.166342877,-0.646312989,-0.120339404,-0.809302075,-1.166342877,-0.646312989,-0.120339404,1,1,1,1
40961,0.037721551,-0.372040495,0.127994695,0.130517418,-0.097598294,-0.77707978,-0.398994296,0.185398809,0.349881938,0.403829989,0.475509212,0.489452666,-0.815024653,-1.182483742,-0.654838114,-0.109995474,-0.815024653,-1.182483742,-0.654838114,-0.109995474,1,1,1,1
41087,0.027193918,-0.374162103,0.127994695,0.128547219,-0.112107187,-0.787682341,-0.394773389,0.164067588,0.450549561,0.440138061,0.533011957,0.54476746,-0.819201219,-1.208371368,-0.660196568,-0.091785717,-0.819201219,-1.208371368,-0.660196568,-0.091785717,1,1,1,1
41129,-0.027237044,-0.396580371,0.127994695,0.133234897,-0.126157047,-0.804303311,-0.392102758,0.14455851,0.511204065,0.451634991,0.573497813,0.583530233,-0.821398994,-1.241434284,-0.658965615,-0.069097848,-0.821398994,-1.241434284,-0.658965615,-0.069097848,1,1,1,1
41277,-0.077563314,-0.462837144,0.127994695,0.153692121,-0.138592103,-0.823211396,-0.386945407,0.128427292,0.536936047,0.446241965,0.596680206,0.612808911,-0.821913342,-1.276123105,-0.650222686,-0.049001568,-0.821913342,-1.276123105,-0.650222686,-0.049001568,1,1,1,1
41336,-0.105217053,-0.577562187,0.127994695,0.162786342,-0.148137435,-0.840573512,-0.375753793,0.116105806,0.541644937,0.435968428,0.608687035,0.638422554,-0.820275975,-1.305805575,-0.636732585,-0.03563889,-0.820275975,-1.305805575,-0.636732585,-0.03563889,1,1,1,1
41483,-0.124208697,-0.613131739,0.140013475,0.166775163,-0.154958972,-0.854831467,-0.359696943,0.108526335,0.540041625,0.429766351,0.61800001,0.660585808,-0.815560202,-1.328004577,-0.623674741,-0.029263178,-0.815560202,-1.328004577,-0.623674741,-0.029263178,1,1,1,1
41567,-0.12174451,-0.606213215,0.155309031,0.166775163,-0.159204363,-0.864639123,-0.34307154,0.106532301,0.537783535,0.429641291,0.628618983,0.677482161,-0.806332748,-1.341334456,-0.617038495,-0.027205514,-0.806332748,-1.341334456,-0.617038495,-0.027205514,1,1,1,1
41649,-0.109959992,-0.618023394,0.159652067,0.166775163,-0.161855276,-0.872650425,-0.329277825,0.110222226,0.538197478,0.431198283,0.639160405,0.687692686,-0.791602363,-1.345609197,-0.621208592,-0.02799614,-0.791602363,-1.345609197,-0.621208592,-0.02799614,1,1,1,1
41797,-0.092645309,-0.635875062,0.155512384,0.166775163,-0.162330883,-0.881300567,-0.31849048,0.119375759,0.542992838,0.429105535,0.644785695,0.691730618,-0.773920194,-1.33979284,-0.637177437,-0.032917187,-0.773920194,-1.33979284,-0.637177437,-0.032917187,1,1,1,1
41857,-0.092645309,-0.653978661,0.084375906,0.166775163,-0.162160169,-0.89308227,-0.309223205,0.132201633,0.564285372,0.420640605,0.643051144,0.691753826,-0.758149951,-1.323759132,-0.661556223,-0.042710365,-0.758149951,-1.323759132,-0.661556223,-0.042710365,1,1,1,1
41912,-0.098376925,-0.68416119,0.038159526,0.164803008,-0.159852976,-0.907619853,-0.300134418,0.146837397,0.610838517,0.404576095,0.636067574,0.689501417,-0.74880753,-1.302768189,-0.687120173,-0.055655546,-0.74880753,-1.302768189,-0.687120173,-0.055655546,1,1,1,1
42082,-0.099016124,-0.722800412,0.038159526,0.137821259,-0.153941591,-0.921793782,-0.293064171,0.161314175,0.672779644,0.379329134,0.627280785,0.685212568,-0.747610976,-1.281138062,-0.706943815,-0.067391289,-0.747610976,-1.281138062,-0.706943815,-0.067391289,1,1,1,1
42137,-0.088317652,-0.751455231,0.038159526,0.083726258,-0.144063227,-0.931625468,-0.291536499,0.174310643,0.731304141,0.339770209,0.617840223,0.676020291,-0.753125225,-1.261822537,-0.718893528,-0.074450428,-0.753125225,-1.261822537,-0.718893528,-0.074450428,1,1,1,1
42217,-0.088317652,-0.739120728,0.038159526,0.01203061,-0.130667229,-0.935710673,-0.298117839,0.186349544,0.767716393,0.279200393,0.60130524,0.658707469,-0.761612736,-1.246658467,-0.725988086,-0.076679611,-0.761612736,-1.246658467,-0.725988086,-0.076679611,1,1,1,1
42358,-0.088317652,-0.660893114,0.038159526,-0.010136697,-0.123285083,-0.927744742,-0.307467327,0.198883828,0.766749116,0.198338659,0.569840953,0.631588073,-0.753011625,-1.236356956,-0.731940147,-0.076780684,-0.753011625,-1.236356956,-0.731940147,-0.076780684,1,1,1,1
42450,-0.105541722,-0.535494449,0.038159526,0.010310452,-0.113644777,-0.901062164,-0.311497104,0.213682596,0.748205846,0.125002912,0.523693179,0.59834463,-0.739471454,-1.23219806,-0.739330287,-0.077148611,-0.739471454,-1.23219806,-0.739330287,-0.077148611,1,1,1,1
42612,-0.111002639,-0.414282766,0.038159526,0.021160568,-0.100673005,-0.855135996,-0.305303155,0.231708816,0.72201019,0.111132558,0.475262605,0.564769879,-0.723164955,-1.233879753,-0.748593312,-0.077927469,-0.723164955,-1.233879753,-0.748593312,-0.077927469,1,1,1,1
42651,-0.111002639,-0.354630351,0.059325326,0.023677266,-0.084042372,-0.80030379,-0.292219112,0.253493807,0.703900075,0.171587411,0.442388292,0.532962234,-0.705546294,-1.239868269,-0.758327657,-0.078870943,-0.705546294,-1.239868269,-0.758327657,-0.078870943,1,1,1,1
42758,-0.060216624,-0.34207461,0.042113988,0.015644572,-0.036955483,-0.749261214,-0.279911011,0.279798556,0.711980602,0.259431329,0.430606308,0.500488547,-0.713323042,-1.247747878,-0.766162222,-0.080453748,-0.713323042,-1.247747878,-0.766162222,-0.080453748,1,1,1,1
42910,-0.025762965,-0.34207461,-0.016902694,-0.01563318,6.64E-04,-0.709946239,-0.272811623,0.310798205,0.723811637,0.330180828,0.430539626,0.465811393,-0.72398572,-1.255528397,-0.770401678,-0.084356675,-0.72398572,-1.255528397,-0.770401678,-0.084356675,1,1,1,1
42954,-0.012817927,-0.34207461,-0.078486139,-0.067876766,0.031006532,-0.682278128,-0.270670149,0.34477412,0.732624436,0.369144718,0.425037578,0.433499963,-0.739829862,-1.262809672,-0.772273472,-0.090858821,-0.739829862,-1.262809672,-0.772273472,-0.090858821,1,1,1,1
43058,-0.013883803,-0.357501961,-0.093546142,-0.046244157,0.056180488,-0.661650473,-0.269919166,0.377231233,0.747842013,0.381251735,0.403005713,0.412231757,-0.764063346,-1.272371234,-0.774461002,-0.098227749,-0.764063346,-1.272371234,-0.774461002,-0.098227749,1,1,1,1
43215,-0.013883803,-0.373099369,-0.087266821,0.035868576,0.065618329,-0.64093532,-0.267217341,0.403231852,0.780015402,0.379210435,0.363360079,0.408527958,-0.78432564,-1.287123927,-0.779226516,-0.101827684,-0.78432564,-1.287123927,-0.779226516,-0.101827684,1,1,1,1
43252,-0.013883803,-0.391223663,-0.085161017,0.1607532,0.071314482,-0.617399754,-0.264855682,0.419711153,0.812200471,0.37260824,0.314368594,0.419798263,-0.823391865,-1.309359378,-0.786707997,-0.096816375,-0.823391865,-1.309359378,-0.786707997,-0.096816375,1,1,1,1
43353,0.010243451,-0.38603139,-0.085161017,0.264190301,0.075339953,-0.59223703,-0.264447394,0.425939779,0.90213573,0.366959486,0.272236216,0.436215406,-0.888121045,-1.33939609,-0.794053767,-0.081804634,-0.888121045,-1.33939609,-0.794053767,-0.081804634,1,1,1,1
43481,0.019054158,-0.376498128,-0.085161017,0.298635786,0.070254005,-0.569260004,-0.266087775,0.423163065,0.970776222,0.364100253,0.256430268,0.448415483,-0.945404058,-1.374340236,-0.798601357,-0.06143689,-0.945404058,-1.374340236,-0.798601357,-0.06143689,1,1,1,1
43540,0.019054158,-0.345878492,-0.085161017,0.369516592,0.078507186,-0.552223386,-0.264701503,0.413647319,0.966367545,0.364811247,0.279795454,0.452603158,-0.993042776,-1.408858255,-0.797908914,-0.042338235,-0.993042776,-1.408858255,-0.797908914,-0.042338235,1,1,1,1
43689,0.019054158,-0.302365091,-0.084190346,0.482563039,0.09146564,-0.542947769,-0.252814507,0.400926886,0.953478004,0.369901428,0.344108265,0.447588355,-1.021513105,-1.436782392,-0.789400796,-0.028926374,-1.021513105,-1.436782392,-0.789400796,-0.028926374,1,1,1,1
43758,0.001021989,-0.245725604,-0.078719931,0.574662102,0.108382491,-0.538942234,-0.227082493,0.388121774,0.946171433,0.384598367,0.447966695,0.436894963,-1.02566483,-1.451361507,-0.77155407,-0.020660522,-1.02566483,-1.451361507,-0.77155407,-0.020660522,1,1,1,1
43841,0.001021989,-0.221522072,-0.035950685,0.62062691,0.108382491,-0.538402834,-0.195987353,0.377354979,0.946171433,0.414528128,0.568614418,0.425019798,-1.02566483,-1.450345902,-0.746500167,-0.01473215,-1.02566483,-1.450345902,-0.746500167,-0.01473215,1,1,1,1
43994,0.001021989,-0.210094906,-0.035950685,0.621411772,0.108382491,-0.53987936,-0.187825551,0.369196582,0.946171433,0.45027467,0.591088657,0.41309164,-1.02566483,-1.433179451,-0.733950784,-0.009288087,-1.02566483,-1.433179451,-0.733950784,-0.009288087,1,1,1,1
44053,0.001021989,-0.178867584,-0.035950685,0.621411772,0.108382491,-0.542389536,-0.184883701,0.372312221,0.946171433,0.474860671,0.605703643,0.395532071,-1.02566483,-1.402188354,-0.724977811,-0.007645782,-1.02566483,-1.402188354,-0.724977811,-0.007645782,1,1,1,1
44117,0.001021989,-0.163055633,-0.036248975,0.621411772,0.108382491,-0.54412915,-0.185862262,0.372933219,0.946171433,0.480674026,0.610299921,0.371568898,-1.02566483,-1.359512488,-0.724036823,-0.008205241,-1.02566483,-1.359512488,-0.724036823,-0.008205241,1,1,1,1
44284,0.001021989,-0.144301942,-0.062766541,0.621411772,0.108382491,-0.540202501,-0.186290175,0.368697824,0.946171433,0.470617149,0.609465537,0.344179157,-1.02566483,-1.30864964,-0.732296411,-0.007666329,-1.02566483,-1.30864964,-0.732296411,-0.007666329,1,1,1,1
44321,0.001021989,-0.11919711,-0.113317646,0.621411772,0.108382491,-0.527081569,-0.182212734,0.356612834,0.946171433,0.460891902,0.612832937,0.318098623,-1.02566483,-1.255477325,-0.746971585,-0.001208516,-1.02566483,-1.255477325,-0.746971585,-0.001208516,1,1,1,1
44423,0.001021989,-0.10803196,-0.161807971,0.621411772,0.108382491,-0.507072234,-0.172880553,0.332769649,0.946171433,0.467201646,0.630041447,0.298552801,-1.02566483,-1.206598385,-0.761099176,0.013612904,-1.02566483,-1.206598385,-0.761099176,0.013612904,1,1,1,1
44565,0.001021989,-0.10803196,-0.193773324,0.621411772,0.108382491,-0.487899251,-0.160824702,0.279772544,0.946171433,0.491311831,0.663999237,0.344240521,-1.02566483,-1.166190574,-0.76625227,0.019969856,-1.02566483,-1.166190574,-0.76625227,0.019969856,1,1,1,1
44642,0.001021989,-0.10803196,-0.193838405,0.621411772,0.108382491,-0.477899569,-0.148830965,0.228090175,0.946171433,0.52105993,0.709232293,0.383626194,-1.02566483,-1.133649932,-0.757208988,0.022320542,-1.02566483,-1.133649932,-0.757208988,0.022320542,1,1,1,1
44786,0.001021989,-0.10803196,-0.072708422,0.621411772,0.108382491,-0.479743605,-0.154756645,0.190983005,0.946171433,0.546028236,0.751429184,0.407889826,-1.02566483,-1.110984284,-0.695105846,0.016114854,-1.02566483,-1.110984284,-0.695105846,0.016114854,1,1,1,1
44871,0.001021989,-0.10803196,-0.072708422,0.621411772,0.108382491,-0.492116998,-0.13849274,0.179205404,0.946171433,0.562465464,0.800417529,0.420365768,-1.02566483,-1.094863259,-0.664735933,-0.00191989,-1.02566483,-1.094863259,-0.664735933,-0.00191989,1,1,1,1
44929,0.001021989,-0.10803196,-0.072708422,0.597118155,0.108382491,-0.507799449,-0.13849274,0.194504388,0.946171433,0.570471523,0.800417529,0.431602048,-1.02566483,-1.0840353,-0.664735933,-0.030690696,-1.02566483,-1.0840353,-0.664735933,-0.030690696,1,1,1,1
45072,0.001021989,-0.10803196,-0.072708422,0.580790585,0.108382491,-0.518853639,-0.13849274,0.229512708,0.946171433,0.572565388,0.800417529,0.448007534,-1.02566483,-1.077907291,-0.664735933,-0.065990672,-1.02566483,-1.077907291,-0.664735933,-0.065990672,1,1,1,1
45176,0.001021989,-0.10803196,-0.072708422,0.570446177,0.108382491,-0.52172746,-0.13849274,0.272864404,0.946171433,0.570560406,0.800417529,0.469805762,-1.02566483,-1.07467673,-0.664735933,-0.10030437,-1.02566483,-1.07467673,-0.664735933,-0.10030437,1,1,1,1
45214,0.001021989,-0.10803196,-0.072708422,0.559627437,0.108382491,-0.519117629,-0.13849274,0.314425021,0.946171433,0.561430846,0.800417529,0.488841133,-1.02566483,-1.072683526,-0.664735933,-0.129067132,-1.02566483,-1.072683526,-0.664735933,-0.129067132,1,1,1,1
45353,0.001021989,-0.108771385,-0.072708422,0.541162701,0.108382491,-0.519027455,-0.13849274,0.346481192,0.946171433,0.537451639,0.800417529,0.495355056,-1.02566483,-1.072110984,-0.664735933,-0.153766814,-1.02566483,-1.072110984,-0.664735933,-0.153766814,1,1,1,1
45455,0.001021989,-0.143931122,0.291048793,0.411931028,0.108382491,-0.527535704,-0.147424873,0.366560047,0.946171433,0.495615647,0.981028106,0.493265508,-1.02566483,-1.074349513,-0.550447091,-0.179345368,-1.02566483,-1.074349513,-0.550447091,-0.179345368,1,1,1,1
45513,0.001021989,-0.219287006,0.291048793,0.411931028,0.108382491,-0.546608798,-0.17136091,0.363299434,0.946171433,0.44122674,0.994614735,0.489649505,-1.02566483,-1.081447474,-0.570060369,-0.181594966,-1.02566483,-1.081447474,-0.570060369,-0.181594966,1,1,1,1
45658,0.001021989,-0.228358934,0.291048793,0.411931028,0.108382491,-0.574567417,-0.194810839,0.358866384,0.946171433,0.382926373,1.004914665,0.494229945,-1.02566483,-1.094680776,-0.586800364,-0.185505789,-1.02566483,-1.094680776,-0.586800364,-0.185505789,1,1,1,1
45743,0.001021989,-0.248343073,0.291048793,0.411931028,0.108382491,-0.610120459,-0.214042009,0.354830914,0.946171433,0.330302496,1.009888244,0.501914282,-1.02566483,-1.114215362,-0.598726031,-0.189058989,-1.02566483,-1.114215362,-0.598726031,-0.189058989,1,1,1,1
45886,0.001021989,-0.281842333,0.291048793,0.411931028,0.108382491,-0.652947838,-0.227811918,0.350488175,0.946171433,0.27788873,1.00575176,0.503805165,-1.02566483,-1.13840145,-0.605208532,-0.186141435,-1.02566483,-1.13840145,-0.605208532,-0.186141435,1,1,1,1
45943,0.001021989,-0.321477074,0.291048793,0.411931028,0.108382491,-0.701527114,-0.236275784,0.346097881,0.946171433,0.214535325,0.992149177,0.496459703,-1.02566483,-1.164682089,-0.607271333,-0.172334208,-1.02566483,-1.164682089,-0.607271333,-0.172334208,1,1,1,1
46027,0.001021989,-0.407491288,0.291048793,0.411931028,0.108382491,-0.748758684,-0.241480938,0.355326488,0.946171433,0.133322294,0.971721391,0.464886363,-1.02566483,-1.190263237,-0.608055616,-0.150439714,-1.02566483,-1.190263237,-0.608055616,-0.150439714,1,1,1,1
46170,0.001021989,-0.508304237,0.291048793,0.418889313,0.108382491,-0.781992824,-0.246324765,0.365412763,0.946171433,0.045660979,0.948421205,0.427541023,-1.02566483,-1.214750409,-0.610521317,-0.123933316,-1.02566483,-1.214750409,-0.610521317,-0.123933316,1,1,1,1
46250,0.001021989,-0.524314168,0.256802632,0.422763936,0.108382491,-0.794193812,-0.249842518,0.37649156,0.946171433,-0.02307039,0.941369478,0.391363544,-1.02566483,-1.232137345,-0.624943517,-0.102002464,-1.02566483,-1.232137345,-0.624943517,-0.102002464,1,1,1,1
46309,0.001021989,-0.530423256,0.256802632,0.422900841,0.108382491,-0.787751146,-0.262700535,0.38540849,0.946171433,-0.054189682,0.924126378,0.360466921,-1.02566483,-1.242393648,-0.633465514,-0.088829624,-1.02566483,-1.242393648,-0.633465514,-0.088829624,1,1,1,1
46461,0.001021989,-0.530423256,0.256802632,0.420599689,0.108382491,-0.778217465,-0.279466976,0.387705547,0.946171433,-0.049239014,0.911780156,0.333524847,-1.02566483,-1.24583528,-0.643544639,-0.083201825,-1.02566483,-1.24583528,-0.643544639,-0.083201825,1,1,1,1
46548,0.001021989,-0.530423256,0.256802632,0.420599689,0.108382491,-0.779325626,-0.314340271,0.380462156,0.946171433,-0.032507826,0.899701055,0.305921255,-1.02566483,-1.245545989,-0.667297347,-0.081308941,-1.02566483,-1.245545989,-0.667297347,-0.081308941,1,1,1,1
