Time ms, Eeg TP9, Eeg TP10, Eeg FP1, Eeg FP2, AlphaAbs TP9, AlphaAbs TP10, AlphaAbs FP1, AlphaAbs FP2, BetaAbs TP9, BetaAbs TP10, BetaAbs FP1, BetaAbs FP2, Delta TP9, Delta TP10, Delta FP1, Delta FP2, GammaAbs TP9, GammaAbs TP10, GammaAbs FP1,GammaAbs FP2, ThetaAbs TP9, ThetaAbs TP10, ThetaAbs FP1, ThetaAbs FP2, Horseshoe tp9, Horseshoe1, Horseshoe2, Horseshoe4 
25202,0.8636146798045764,0.8126202891875443,0.7188564096659045,0.8224901712424537,0.20525015104900515,0.2421589589386466,-0.5551742781109389,-0.4956141849797868,0.1622457378009884,-0.11018850247527155,-0.7062691957489506,-1.0806515689168543,0.10175207023726199,0.37375613556407483,-0.19464270492692173,-0.6430976942152378,-0.23836579043925255,-0.7778106647668859,-1.3516770886879084,-1.7049627601493529,-0.23836579043925255,-0.7778106647668859,-1.3516770886879084,-1.7049627601493529,1,1,1,1
25282,0.9277689131614878,0.8767745225444556,0.7895905643927555,0.8224901712424537,0.20525015104900515,0.2421589589386466,-0.5551742781109389,-0.4956141849797868,0.1622457378009884,-0.10277988432382298,-0.7062691957489506,-1.0909919078952894,0.10175207023726199,0.3836211377439991,-0.19464270492692173,-0.6435995709021797,-0.23836579043925255,-0.7656065716757385,-1.3516770886879084,-1.7138822478758209,-0.23836579043925255,-0.7656065716757385,-1.3516770886879084,-1.7138822478758209,1,1,1,1
25346,0.9146090704216085,0.8685496208320311,0.8290700926123933,0.8241351515849387,0.20525015104900515,0.2421589589386466,-0.5551742781109389,-0.4956141849797868,0.1622457378009884,-0.09355058488931875,-0.7062691957489506,-1.104703483210662,0.10175207023726199,0.3956441526265658,-0.19464270492692173,-0.6328193407064416,-0.23836579043925255,-0.7514696543134243,-1.3516770886879084,-1.716205298076191,-0.23836579043925255,-0.7514696543134243,-1.3516770886879084,-1.716205298076191,1,1,1,1
25499,0.9096741293941538,0.8669046404895462,0.8471648763797273,0.8389399746673027,0.20525015104900515,0.2421589589386466,-0.5551742781109389,-0.4956141849797868,0.1622457378009884,-0.08450125167694156,-0.7062691957489506,-1.1248644008453939,0.10175207023726199,0.4114545805379084,-0.19464270492692173,-0.6126669503674117,-0.23836579043925255,-0.7392026080574421,-1.3516770886879084,-1.7133746346554906,-0.23836579043925255,-0.7392026080574421,-1.3516770886879084,-1.7133746346554906,1,1,1,1
25578,0.8833544439143953,0.8438749156947576,0.8471648763797273,0.8372949943248179,0.20525015104900515,0.2421589589386466,-0.5551742781109389,-0.4980363729716867,0.1622457378009884,-0.07608616909708159,-0.7062691957489506,-1.1523293419580376,0.10175207023726199,0.4278164683605691,-0.19464270492692173,-0.5827440852133793,-0.23836579043925255,-0.732438634441621,-1.3516770886879084,-1.7084372749732315,-0.23836579043925255,-0.732438634441621,-1.3516770886879084,-1.7084372749732315,1,1,1,1
25744,0.8965142866542746,0.8488098567222122,0.8389399746673027,0.8307150729548782,0.20525015104900515,0.2421589589386466,-0.5551742781109389,-0.49843482448736837,0.1622457378009884,-0.06742871829495294,-0.7062691957489506,-1.185466678503058,0.10175207023726199,0.44016372366167555,-0.19464270492692173,-0.5376320394654952,-0.23836579043925255,-0.7329284541622374,-1.3516770886879084,-1.705537934164741,-0.23836579043925255,-0.7329284541622374,-1.3516770886879084,-1.705537934164741,1,1,1,1
25779,0.9014492276817293,0.8455198960372424,0.835650013982333,0.8340050336398481,0.20525015104900515,0.2421589589386466,-0.5551742781109389,-0.505988038608784,0.1622457378009884,-0.0563068869757643,-0.7062691957489506,-1.2202092347428435,0.10175207023726199,0.44716921535275467,-0.19464270492692173,-0.47117034852798906,-0.23836579043925255,-0.7395632160104642,-1.3516770886879084,-1.706349412120751,-0.23836579043925255,-0.7395632160104642,-1.3516770886879084,-1.706349412120751,1,1,1,1
25900,0.8849994242568802,0.8504548370646972,0.8290700926123933,0.8389399746673027,0.20525015104900515,0.2421589589386466,-0.5551742781109389,-0.5177685109385641,0.1622457378009884,-0.0410371455817242,-0.7062691957489506,-1.2506049907061108,0.10175207023726199,0.45391599160072593,-0.19464270492692173,-0.3917112565503034,-0.23836579043925255,-0.7470732529563634,-1.3516770886879084,-1.7104241186376092,-0.23836579043925255,-0.7470732529563634,-1.3516770886879084,-1.7104241186376092,1,1,1,1
26054,0.8932243259693047,0.8537447977496669,0.8257801319274235,0.8389399746673027,0.20525015104900515,0.2421589589386466,-0.5551742781109389,-0.5373231764573458,0.1622457378009884,-0.020806990149096025,-0.7062691957489506,-1.273549538136162,0.10175207023726199,0.4697839784700185,-0.19464270492692173,-0.31710287101733897,-0.23836579043925255,-0.7477052495483871,-1.3516770886879084,-1.7159058725819618,-0.23836579043925255,-0.7477052495483871,-1.3516770886879084,-1.7159058725819618,1,1,1,1
26098,0.8948693063117896,0.8586797387771217,0.817555230214999,0.8422299353522726,0.20525015104900515,0.23781303603543438,-0.5551742781109389,-0.5663255248234305,0.1622457378009884,0.004419865109655316,-0.7062691957489506,-1.2887487157640636,0.10175207023726199,0.5022176306736157,-0.19464270492692173,-0.26141450957328094,-0.23836579043925255,-0.7359249098494669,-1.3516770886879084,-1.7215089412506186,-0.23836579043925255,-0.7359249098494669,-1.3516770886879084,-1.7215089412506186,1,1,1,1
26139,0.9146090704216085,0.8817094635719104,0.8323600532973632,0.8586797387771217,0.20525015104900515,0.23781303603543438,-0.5551742781109389,-0.5747352034290184,0.1622457378009884,0.004419865109655316,-0.7062691957489506,-1.2977624520236004,0.10175207023726199,0.5022176306736157,-0.19464270492692173,-0.22781554584659874,-0.23836579043925255,-0.7359249098494669,-1.3516770886879084,-1.7246128259196736,-0.23836579043925255,-0.7359249098494669,-1.3516770886879084,-1.7246128259196736,1,1,1,1
26302,0.8882893849418501,0.8504548370646972,0.8307150729548782,0.8389399746673027,0.20525015104900515,0.23781303603543438,-0.5551742781109389,-0.5818867329581651,0.1622457378009884,0.004419865109655316,-0.7062691957489506,-1.306587186655263,0.10175207023726199,0.5022176306736157,-0.19464270492692173,-0.20669784432884036,-0.23836579043925255,-0.7359249098494669,-1.3516770886879084,-1.723217960559435,-0.23836579043925255,-0.7359249098494669,-1.3516770886879084,-1.723217960559435,1,1,1,1
26379,0.8866444045993651,0.8438749156947576,0.8323600532973632,0.835650013982333,0.20525015104900515,0.23781303603543438,-0.5551742781109389,-0.5892034672282841,0.1622457378009884,0.004419865109655316,-0.7062691957489506,-1.3093146512657878,0.10175207023726199,0.5022176306736157,-0.19464270492692173,-0.18695835307187492,-0.23836579043925255,-0.7359249098494669,-1.3516770886879084,-1.7140457387824193,-0.23836579043925255,-0.7359249098494669,-1.3516770886879084,-1.7140457387824193,1,1,1,1
26454,0.8751295422019707,0.8553897780921519,0.8224901712424537,0.8372949943248179,0.20525015104900515,0.23781303603543438,-0.5551742781109389,-0.5888329713120597,0.1622457378009884,0.004419865109655316,-0.7062691957489506,-1.301985967930586,0.10175207023726199,0.5022176306736157,-0.19464270492692173,-0.1526975633544805,-0.23836579043925255,-0.7359249098494669,-1.3516770886879084,-1.6956179487767598,-0.23836579043925255,-0.7359249098494669,-1.3516770886879084,-1.6956179487767598,1,1,1,1
26597,0.8734845618594859,0.8586797387771217,0.8192002105574839,0.8307150729548782,0.20525015104900515,0.23781303603543438,-0.5551742781109389,-0.6081627735373207,0.1622457378009884,0.004419865109655316,-0.7062691957489506,-1.281521464417887,0.10175207023726199,0.5022176306736157,-0.19464270492692173,-0.09324026456638328,-0.23836579043925255,-0.7359249098494669,-1.3516770886879084,-1.6716578944587148,-0.23836579043925255,-0.7359249098494669,-1.3516770886879084,-1.6716578944587148,1,1,1,1
26658,0.8767745225444556,0.8652596601470612,0.8093303285025745,0.8290700926123933,0.20525015104900515,0.23781303603543438,-0.5551742781109389,-0.6424751491367994,0.1622457378009884,0.004419865109655316,-0.7062691957489506,-1.253220434624124,0.10175207023726199,0.5022176306736157,-0.19464270492692173,-0.01519682431153022,-0.23836579043925255,-0.7359249098494669,-1.3516770886879084,-1.6487766303159044,-0.23836579043925255,-0.7359249098494669,-1.3516770886879084,-1.6487766303159044,1,1,1,1
26829,0.8800644832294255,0.8636146798045764,0.8142652695300292,0.8372949943248179,0.20525015104900515,0.23781303603543438,-0.5551742781109389,-0.6514895853697977,0.1622457378009884,0.004419865109655316,-0.7062691957489506,-1.227298278986602,0.10175207023726199,0.5022176306736157,-0.19464270492692173,0.060366386700715785,-0.23836579043925255,-0.7359249098494669,-1.3516770886879084,-1.6337993832012685,-0.23836579043925255,-0.7359249098494669,-1.3516770886879084,-1.6337993832012685,1,1,1,1
26891,0.8882893849418501,0.8636146798045764,0.8192002105574839,0.8389399746673027,0.20525015104900515,0.23781303603543438,-0.5551742781109389,-0.655216822434013,0.1622457378009884,0.004419865109655316,-0.7062691957489506,-1.2086757854087968,0.10175207023726199,0.5022176306736157,-0.19464270492692173,0.11775151979083576,-0.23836579043925255,-0.7359249098494669,-1.3516770886879084,-1.6292369527705235,-0.23836579043925255,-0.7359249098494669,-1.3516770886879084,-1.6292369527705235,1,1,1,1
26978,0.8833544439143953,0.8570347584346367,0.8241351515849387,0.835650013982333,0.20525015104900515,0.1687670984086813,-0.5551742781109389,-0.655216822434013,0.1622457378009884,-0.13657951509255292,-0.7062691957489506,-1.1965074959392246,0.10175207023726199,0.4679028223594853,-0.19464270492692173,0.15258602860644258,-0.23836579043925255,-1.088858226980043,-1.3516770886879084,-1.6339716968317626,-0.23836579043925255,-1.088858226980043,-1.3516770886879084,-1.6339716968317626,1,1,1,1
27128,0.8784195028869406,0.8504548370646972,0.8241351515849387,0.8290700926123933,0.24945818955271679,0.1687670984086813,-0.8088905352520789,-0.655216822434013,0.11100941601233918,-0.15895329435015715,-1.1979649193513324,-1.1872245166518862,0.5280099119562393,0.439113191821785,0.19070799879766992,0.1680804033132107,-0.20441314162180524,-1.0653398983013278,-1.2877641635333341,-1.643134638371041,-0.20441314162180524,-1.0653398983013278,-1.2877641635333341,-1.643134638371041,1,1,1,1
27190,0.8734845618594859,0.8504548370646972,0.8257801319274235,0.8307150729548782,0.30775803829718895,0.1687670984086813,-0.7771914447617034,-0.655216822434013,0.09646089969712099,-0.17028136453886505,-1.1966160261972627,-1.177978863715519,0.5002325398327092,0.4012072748696594,0.2009016505182795,0.17166231212978317,-0.17445391812282227,-1.0475421942006768,-1.2915737247470063,-1.6513981937548092,-0.17445391812282227,-1.0475421942006768,-1.2915737247470063,-1.6513981937548092,1,1,1,1
27258,0.8784195028869406,0.8520998174071821,0.8224901712424537,0.8290700926123933,0.3289215423176792,0.1687670984086813,-0.7739306684949749,-0.655216822434013,0.08503566603881339,-0.17681582116515368,-1.1908591927058192,-1.1656904488163486,0.4835333422899915,0.36749061132708766,0.2073466728202153,0.16806709160295574,-0.14935830007564854,-1.0342919704180218,-1.2956620300679196,-1.6546061898397537,-0.14935830007564854,-1.0342919704180218,-1.2956620300679196,-1.6546061898397537,1,1,1,1
27407,0.8701946011745161,0.8323600532973632,0.8093303285025745,0.8372949943248179,0.3289215423176792,0.1687670984086813,-0.7739306684949749,-0.655216822434013,0.07640708978559908,-0.18294474849014392,-1.1711014839666583,-1.1496923370552443,0.4769697421146593,0.34574256089545885,0.2061460427529545,0.1595299175687293,-0.12787111094444714,-1.0162119292607714,-1.2975623550656386,-1.6498053904828378,-0.12787111094444714,-1.0162119292607714,-1.2975623550656386,-1.6498053904828378,1,1,1,1
27466,0.8965142866542746,0.8849994242568802,0.8257801319274235,0.8241351515849387,0.3289215423176792,0.1687670984086813,-0.7631711619013598,-0.655216822434013,0.07640708978559908,-0.18294474849014392,-1.1353170894914923,-1.1333754457049625,0.4769697421146593,0.34574256089545885,0.1959221579244023,0.15010553176295832,-0.12787111094444714,-1.0162119292607714,-1.296885712206978,-1.638326356691356,-0.12787111094444714,-1.0162119292607714,-1.296885712206978,-1.638326356691356,1,1,1,1
27573,0.8701946011745161,0.8899343652843349,0.8290700926123933,0.8257801319274235,0.3289215423176792,0.1687670984086813,-0.7331042737730962,-0.655216822434013,0.07640708978559908,-0.18294474849014392,-1.0915650308089568,-1.119398179023349,0.4769697421146593,0.34574256089545885,0.1781684229714753,0.1441586169694059,-0.12787111094444714,-1.0162119292607714,-1.2938915202527597,-1.6241550492223975,-0.12787111094444714,-1.0162119292607714,-1.2938915202527597,-1.6241550492223975,1,1,1,1
27719,0.8520998174071821,0.8718395815170009,0.8257801319274235,0.8274251122699084,0.3289215423176792,0.1687670984086813,-0.7043698152050358,-0.655216822434013,0.07640708978559908,-0.18294474849014392,-1.052016457035722,-1.1120170597528094,0.4769697421146593,0.34574256089545885,0.1603726662848484,0.1438611727617608,-0.12787111094444714,-1.0162119292607714,-1.2894376170529545,-1.6118897871888473,-0.12787111094444714,-1.0162119292607714,-1.2894376170529545,-1.6118897871888473,1,1,1,1
27758,0.8570347584346367,0.8767745225444556,0.8241351515849387,0.8307150729548782,0.3289215423176792,0.1687670984086813,-0.675478170623815,-0.6536252702075138,0.07640708978559908,-0.18294474849014392,-1.02573919753418,-1.1106750768897147,0.4769697421146593,0.34574256089545885,0.15039977432128515,0.14691597957924182,-0.12787111094444714,-1.0162119292607714,-1.2845144674940006,-1.6059230092819856,-0.12787111094444714,-1.0162119292607714,-1.2845144674940006,-1.6059230092819856,1,1,1,1
27935,0.8948693063117896,0.8751295422019707,0.8307150729548782,0.8323600532973632,0.3289215423176792,0.1687670984086813,-0.6586744361043256,-0.6536252702075138,0.07640708978559908,-0.18294474849014392,-1.0141083021016473,-1.1171580311964149,0.4769697421146593,0.34574256089545885,0.15174931384497667,0.15153595711605816,-0.12787111094444714,-1.0162119292607714,-1.2801824024473991,-1.6103827071360055,-0.12787111094444714,-1.0162119292607714,-1.2801824024473991,-1.6103827071360055,1,1,1,1
28023,0.8800644832294255,0.8817094635719104,0.8257801319274235,0.8340050336398481,0.3289215423176792,0.1687670984086813,-0.6523680499273896,-0.6536252702075138,0.07640708978559908,-0.19626797450530148,-1.0144199335062356,-1.130304230256301,0.4769697421146593,0.3601537289979076,0.16035574078101555,0.15156512469177358,-0.12787111094444714,-1.009205486226122,-1.2774971848802457,-1.6277695121115308,-0.12787111094444714,-1.009205486226122,-1.2774971848802457,-1.6277695121115308,1,1,1,1
28060,0.8767745225444556,0.8751295422019707,0.8241351515849387,0.8290700926123933,0.3289215423176792,0.1617107289780606,-0.6332882263424441,-0.6575560798100142,0.06209303633577218,-0.22293328847451976,-1.0158245745137493,-1.1462403859248298,0.4810777875539964,0.3563009929308699,0.17098203676629167,0.13711474588403277,-0.10644730863460178,-0.991957657802314,-1.274647396362121,-1.655831040498856,-0.10644730863460178,-0.991957657802314,-1.274647396362121,-1.655831040498856,1,1,1,1
28227,0.8849994242568802,0.8734845618594859,0.8307150729548782,0.8274251122699084,0.3289215423176792,0.11989076856421052,-0.6105288416936862,-0.6834756610158739,0.03933904091666478,-0.25538630537153034,-1.0166759886706087,-1.1565969762098638,0.4603055655265856,0.3236651226001276,0.17010806781914958,0.10143191070370897,-0.08430757673574076,-0.9699259448147515,-1.2750676851654483,-1.6875287466718416,-0.08430757673574076,-0.9699259448147515,-1.2750676851654483,-1.6875287466718416,1,1,1,1
28289,0.8833544439143953,0.8849994242568802,0.8241351515849387,0.8307150729548782,0.3262532595611169,0.048186507860063114,-0.598673359330065,-0.7469735148317502,0.016979728598781534,-0.2792420356340798,-1.0124618125293914,-1.1520694696819787,0.4181820406465568,0.25711121132028714,0.15732542137478764,0.046847290415883466,-0.061818260095031365,-0.9496532572739237,-1.2773363977651757,-1.711500603801075,-0.061818260095031365,-0.9496532572739237,-1.2773363977651757,-1.711500603801075,1,1,1,1
28347,0.8965142866542746,0.8817094635719104,0.8307150729548782,0.8389399746673027,0.3262532595611169,0.048186507860063114,-0.5956101905003767,-0.8279189642442124,0.016979728598781534,-0.2792420356340798,-1.0041246235370596,-1.1288740601604923,0.4181820406465568,0.25711121132028714,0.1358914377834595,-0.013209493397020088,-0.061818260095031365,-0.9496532572739237,-1.2785459077747012,-1.7172363642208426,-0.061818260095031365,-0.9496532572739237,-1.2785459077747012,-1.7172363642208426,1,1,1,1
28500,0.8685496208320311,0.8389399746673027,0.8323600532973632,0.8290700926123933,0.3262532595611169,0.048186507860063114,-0.6067486321814698,-0.8381940870712173,0.016979728598781534,-0.2792420356340798,-0.9912024386283681,-1.092606835926445,0.4181820406465568,0.25711121132028714,0.10839395633397,-0.05868809805767864,-0.061818260095031365,-0.9496532572739237,-1.2760830436028292,-1.704449976066567,-0.061818260095031365,-0.9496532572739237,-1.2760830436028292,-1.704449976066567,1,1,1,1
28557,0.8685496208320311,0.8488098567222122,0.8274251122699084,0.8323600532973632,0.3262532595611169,0.048186507860063114,-0.6215332163142417,-0.8286079256992711,0.016979728598781534,-0.2792420356340798,-0.9729412354812517,-1.0528952178521958,0.4181820406465568,0.25711121132028714,0.07395963597711487,-0.07995653318861091,-0.061818260095031365,-0.9496532572739237,-1.268829472466952,-1.682751010673682,-0.061818260095031365,-0.9496532572739237,-1.268829472466952,-1.682751010673682,1,1,1,1
28723,0.8718395815170009,0.8520998174071821,0.8340050336398481,0.8307150729548782,0.3262532595611169,0.048186507860063114,-0.6282614201952904,-0.7512814072666931,0.016979728598781534,-0.2792420356340798,-0.9525751642699298,-1.0173853086288471,0.4181820406465568,0.25711121132028714,0.03138517639389236,-0.08611442791188995,-0.061818260095031365,-0.9496532572739237,-1.2592431863862328,-1.6626253245721048,-0.061818260095031365,-0.9496532572739237,-1.2592431863862328,-1.6626253245721048,1,1,1,1
28803,0.8718395815170009,0.8405849550097877,0.835650013982333,0.8307150729548782,0.3262532595611169,0.048186507860063114,-0.6282614201952904,-0.6959921131394711,0.016979728598781534,-0.2792420356340798,-0.935232726943266,-0.9915889017274806,0.4181820406465568,0.25711121132028714,-0.015753639913132916,-0.09159434171791977,-0.061818260095031365,-0.9496532572739237,-1.250393721933463,-1.6501851696986547,-0.061818260095031365,-0.9496532572739237,-1.250393721933463,-1.6501851696986547,1,1,1,1
28860,0.8751295422019707,0.8372949943248179,0.8290700926123933,0.8340050336398481,0.3262532595611169,0.048186507860063114,-0.6282614201952904,-0.6820007313622559,0.016979728598781534,-0.2792420356340798,-0.9277126209360174,-0.9788485745009935,0.4181820406465568,0.25711121132028714,-0.06137410441270108,-0.10478512063907447,-0.061818260095031365,-0.9496532572739237,-1.2454836470950537,-1.6466995525161379,-0.061818260095031365,-0.9496532572739237,-1.2454836470950537,-1.6466995525161379,1,1,1,1
29010,0.8800644832294255,0.8372949943248179,0.8323600532973632,0.8340050336398481,0.3262532595611169,0.048186507860063114,-0.6282614201952904,-0.6820007313622559,0.016979728598781534,-0.2792420356340798,-0.9339588120118887,-0.9784309459893981,0.4181820406465568,0.25711121132028714,-0.09966537083520532,-0.1298367390818783,-0.061818260095031365,-0.9496532572739237,-1.2455672180055377,-1.647964927749662,-0.061818260095031365,-0.9496532572739237,-1.2455672180055377,-1.647964927749662,1,1,1,1
29093,0.8800644832294255,0.8290700926123933,0.8307150729548782,0.8340050336398481,0.3262532595611169,0.048186507860063114,-0.6282614201952904,-0.6820007313622559,0.016979728598781534,-0.2792420356340798,-0.9529881881008029,-0.98711892983882,0.4181820406465568,0.25711121132028714,-0.1262608798008701,-0.16656421256888326,-0.061818260095031365,-0.9496532572739237,-1.249683961823755,-1.6486492337136818,-0.061818260095031365,-0.9496532572739237,-1.249683961823755,-1.6486492337136818,1,1,1,1
29172,0.8669046404895462,0.8422299353522726,0.8274251122699084,0.835650013982333,-0.15160575514942115,-0.03379597860905957,-0.6282614201952904,-0.6820007313622559,0.027702641610573675,0.048685418770654874,-0.9785316165887805,-0.9982255134046063,0.29602529389095844,0.5180957174888803,-0.14828206400699365,-0.21059282721935324,-0.14310848912098337,-0.8585670974670572,-1.2560127567188633,-1.6460255449802574,-0.14310848912098337,-0.8585670974670572,-1.2560127567188633,-1.6460255449802574,1,1,1,1
29307,0.9047391883666991,0.8422299353522726,0.835650013982333,0.835650013982333,-0.1283667612134632,-0.03379597860905957,-0.6350977045965595,-0.6866370863056204,0.030386774875810166,0.031000788636859962,-1.0009049940910495,-1.0065123317160762,0.27238492792440316,0.48966898022272326,-0.1793615307178345,-0.2586120551141801,-0.14124782581609377,-0.8676150796454356,-1.2629534666328608,-1.6394143901962432,-0.14124782581609377,-0.8676150796454356,-1.2629534666328608,-1.6394143901962432,1,1,1,1
29393,0.9294138935039726,0.8455198960372424,0.8405849550097877,0.8290700926123933,-0.09940165988355985,-0.03379597860905957,-0.6425943816579899,-0.6907108664360575,0.03463093803403481,0.0077259888080288535,-1.0129807980415115,-1.0106399789292668,0.2509124856779785,0.462055559537284,-0.23250611156174458,-0.3139512418172508,-0.1466448432300584,-0.8836245936114632,-1.2701580837394675,-1.6303672684094244,-0.1466448432300584,-0.8836245936114632,-1.2701580837394675,-1.6303672684094244,1,1,1,1
29467,0.9129640900791236,0.8537447977496669,0.8274251122699084,0.835650013982333,-0.09940165988355985,-0.03379597860905957,-0.6682852096200015,-0.6951495873755849,0.04571249858281404,-0.012151239817659094,-1.0119086872123129,-1.0124062187888403,0.25484747650003453,0.44622009275397856,-0.3129295820523221,-0.3797171820192272,-0.16110294124007246,-0.9041921065045664,-1.278189982854761,-1.6193627016349281,-0.16110294124007246,-0.9041921065045664,-1.278189982854761,-1.6193627016349281,1,1,1,1
29598,0.8882893849418501,0.8603247191196066,0.8340050336398481,0.8340050336398481,-0.09940165988355985,-0.03379597860905957,-0.6729603954370514,-0.6959642205581182,0.06674772370783401,-0.021740769833192803,-1.0014614739226368,-1.0158652031822755,0.3120266129908331,0.4366554735211209,-0.41029048596464074,-0.450495306806152,-0.18098439478520534,-0.9263987944837851,-1.2876297860684711,-1.6064235111361724,-0.18098439478520534,-0.9263987944837851,-1.2876297860684711,-1.6064235111361724,1,1,1,1
29681,0.8800644832294255,0.8389399746673027,0.8340050336398481,0.835650013982333,-0.0862483700217351,-0.03379597860905957,-0.6487271206840345,-0.6783826463016456,0.09572441423422151,-0.019400104121382957,-0.9881137290843376,-1.0255829369899316,0.4282416458620416,0.4239812192693259,-0.49526592205446013,-0.5136786127177321,-0.2001159243065274,-0.9474920517436444,-1.2981207836570896,-1.5923351019590297,-0.2001159243065274,-0.9474920517436444,-1.2981207836570896,-1.5923351019590297,1,1,1,1
29830,0.8899343652843349,0.8307150729548782,0.8471648763797273,0.8323600532973632,-0.0862483700217351,-0.02717027115214706,-0.6303644949077352,-0.636358359507157,0.09572441423422151,-0.008858620304477635,-0.9759070203833343,-1.0441031012982078,0.4282416458620416,0.40407310511272143,-0.5361136248832205,-0.5579766687635052,-0.2001159243065274,-0.9630525165751244,-1.309525454836368,-1.579969540438791,-0.2001159243065274,-0.9630525165751244,-1.309525454836368,-1.579969540438791,1,1,1,1
29901,0.9030942080242141,0.835650013982333,0.8422299353522726,0.8307150729548782,-0.0862483700217351,-0.013313953719152812,-0.6378406202077949,-0.5882463872860716,0.09572441423422151,0.0039913427385119184,-0.966372199361528,-1.0717864815353244,0.4282416458620416,0.37884717502894,-0.5348777743431821,-0.5888823975374862,-0.2001159243065274,-0.9687718152440439,-1.3222853196143132,-1.5731836458983142,-0.2001159243065274,-0.9687718152440439,-1.3222853196143132,-1.5731836458983142,1,1,1,1
29986,0.8817094635719104,0.8504548370646972,0.8422299353522726,0.8389399746673027,-0.0862483700217351,-0.004707132558068279,-0.6670958839245051,-0.5677528401665755,0.09572441423422151,0.015698851201619027,-0.9599205380960004,-1.1063075542555028,0.4282416458620416,0.3554559325313231,-0.5124304643556947,-0.6222366608502179,-0.2001159243065274,-0.9639611692615649,-1.336200487179769,-1.5745164217325094,-0.2001159243065274,-0.9639611692615649,-1.336200487179769,-1.5745164217325094,1,1,1,1
30143,0.8981592669967595,0.8455198960372424,0.8405849550097877,0.8307150729548782,-0.0862483700217351,-0.004707132558068279,-0.6506280885983879,-0.5585828895642689,0.09572441423422151,0.026958886751430867,-0.955680923475981,-1.144515914563796,0.4282416458620416,0.3428571791692307,-0.48106401631483686,-0.6661341259203364,-0.2001159243065274,-0.9514416143136196,-1.3468525724086957,-1.58244515201723,-0.2001159243065274,-0.9514416143136196,-1.3468525724086957,-1.58244515201723,1,1,1,1
30181,0.9080291490516689,0.8340050336398481,0.835650013982333,0.8340050336398481,-0.11599374036047094,-0.012034708853777531,-0.660839434369199,-0.5672752868813846,0.10445454830491804,0.04289272976032449,-0.9498223832672615,-1.182329379525378,0.42549877242597484,0.35225303094215726,-0.44296249903179646,-0.7201883185422989,-0.21202840232005157,-0.9402810880208021,-1.3463338851239306,-1.5917188595369145,-0.21202840232005157,-0.9402810880208021,-1.3463338851239306,-1.5917188595369145,1,1,1,1
30282,0.9211889917915481,0.8488098567222122,0.8307150729548782,0.8340050336398481,-0.1397230162001507,-0.054490347378541325,-0.7073494979851143,-0.5804215948647595,0.11506162177928597,0.061019747963300015,-0.9410575368779165,-1.2155624604141129,0.4389142491861323,0.3632238586054635,-0.40567892890177454,-0.7724337423055194,-0.22418575361608004,-0.9271377953106061,-1.329689562634802,-1.5962754604660994,-0.22418575361608004,-0.9271377953106061,-1.329689562634802,-1.5962754604660994,1,1,1,1
30415,0.8981592669967595,0.8488098567222122,0.835650013982333,0.8323600532973632,-0.14378489462529243,-0.0688382248648931,-0.7704809659332605,-0.5993252288065328,0.12585168612080236,0.07541741024723975,-0.9285190615262263,-1.238246660393536,0.4576358718245304,0.3632062514439481,-0.37688437658423146,-0.8069292153227212,-0.23246116424504182,-0.9152636745037082,-1.2982935006245067,-1.5915060005091728,-0.23246116424504182,-0.9152636745037082,-1.2982935006245067,-1.5915060005091728,1,1,1,1
30477,0.9030942080242141,0.8636146798045764,0.8372949943248179,0.835650013982333,-0.1454532707928805,-0.021814893266627215,-0.7712607907459815,-0.5708360139099372,0.1364744959731704,0.08433036177469018,-0.9128689398446006,-1.244468187472252,0.4779291833561666,0.3523348869189613,-0.353363750903065,-0.8119331809870267,-0.2388842852006739,-0.9038193891499293,-1.2599233575621687,-1.5780134583207448,-0.2388842852006739,-0.9038193891499293,-1.2599233575621687,-1.5780134583207448,1,1,1,1
30568,0.8849994242568802,0.8586797387771217,0.8422299353522726,0.8307150729548782,-0.033266045797460515,-0.008763413066228071,-0.7625118249128707,-0.5622580701269598,0.17632216148152155,0.08906668808835466,-0.8964775904331209,-1.2334370528037888,0.5004734689253263,0.34756809948236445,-0.3307363197059956,-0.7889426065008781,-0.2466295239664522,-0.8904141636457447,-1.222478699657153,-1.560469829038527,-0.2466295239664522,-0.8904141636457447,-1.222478699657153,-1.560469829038527,1,1,1,1
30707,0.8948693063117896,0.8537447977496669,0.8389399746673027,0.8307150729548782,-0.04861299618183542,-0.008763413066228071,-0.7535041967003387,-0.5662537204868054,0.20504650634047497,0.09376633573592234,-0.8822526911556914,-1.2110485981565424,0.5382245401365524,0.36370478590351724,-0.3027456983122486,-0.7533443165067462,-0.24719952964495198,-0.8742458440900448,-1.1901630248786859,-1.5446119433952412,-0.24719952964495198,-0.8742458440900448,-1.1901630248786859,-1.5446119433952412,1,1,1,1
30769,0.8948693063117896,0.8603247191196066,0.8323600532973632,0.8290700926123933,-0.07108598141572696,-0.008763413066228071,-0.7535041967003387,-0.5662537204868054,0.22277712293532956,0.10063921595615193,-0.8728981786532302,-1.1847999161322702,0.5953119904329806,0.3928018846240752,-0.26919021559831297,-0.7189983576451334,-0.23305147380333083,-0.8579272939967878,-1.1636385498676503,-1.5346077534856932,-0.23305147380333083,-0.8579272939967878,-1.1636385498676503,-1.5346077534856932,1,1,1,1
