Time ms,AlphaAbs1,AlphaAbs2,AlphaAbs3,AlphaAbs4, Horseshoe 
5711,,,,,1,1,1,1
5788,-0.04322105943705879,-0.26812039070347543,0.3176765421265993,0.05575182084436193
5789,,,,,1,1,1,1
5928,-0.12567752783243227,-0.2524871195676867,0.3176765421265993,0.05575182084436193
5932,,,,,1,1,2,1
6011,-0.16657417848740913,-0.21783074514406067,0.3176765421265993,0.05575182084436193
6012,,,,,1,1,2,1
6158,-0.1831323791314885,-0.2033386441917751,0.3176765421265993,0.04573589914722632
6158,,,,,1,1,2,1
6234,-0.1945485910894115,-0.18835514315351937,0.3176765421265993,0.038636386556864286
6234,,,,,1,1,2,1
6290,-0.1945485910894115,-0.1792143409543638,0.3176765421265993,0.027788075394231074
6290,,,,,1,1,2,1
6455,-0.2113175469013279,-0.15788996835817015,0.3176765421265993,0.024085767053976817
6456,,,,,1,1,2,1
6532,-0.2524814433957045,-0.08770353414468032,0.3176765421265993,0.015279915007947524
6532,,,,,1,1,2,1
6590,-0.3207397120481237,-0.05725528429601301,0.3176765421265993,-0.002161009661366327
6591,,,,,1,1,2,1
6753,-0.4090137043283987,-0.05444862808709787,0.3176765421265993,-0.011367882413002945
6754,,,,,1,1,2,1
6830,-0.4090137043283987,-0.03612144143112878,0.3176765421265993,-0.011367882413002945
6830,,,,,1,1,2,1
6886,-0.4090137043283987,-0.022758901069307173,0.3176765421265993,-0.011367882413002945
6887,,,,,1,1,1,1
7024,-0.4090137043283987,-0.01340403899455918,0.3176765421265993,-0.011367882413002945
7024,,,,,1,1,2,1
7140,-0.4090137043283987,-0.01340403899455918,0.3176765421265993,-0.011367882413002945
7141,,,,,1,1,2,1
7237,-0.4090137043283987,-0.01340403899455918,0.3176765421265993,-0.011367882413002945
7238,,,,,1,1,2,1
7336,-0.4090137043283987,-0.01340403899455918,0.3176765421265993,-0.011367882413002945
7336,,,,,1,1,2,1
7389,-0.4090137043283987,-0.01340403899455918,0.3176765421265993,-0.011367882413002945
7390,,,,,1,1,2,1
7548,-0.4090137043283987,-0.013215308593536916,0.3176765421265993,-0.011367882413002945
7548,,,,,1,1,2,1
7601,-0.4090137043283987,-0.013215308593536916,0.3176765421265993,-0.011367882413002945
7602,,,,,1,1,2,1
7695,-0.4090137043283987,-0.013215308593536916,0.3176765421265993,-0.011367882413002945
7695,,,,,1,1,2,1
7832,-0.4090137043283987,-0.013215308593536916,0.3176765421265993,-0.011367882413002945
7833,,,,,1,1,1,1
7906,-0.4090137043283987,-0.02396804750724937,0.3176765421265993,-0.011367882413002945
7907,,,,,1,1,2,1
7987,-0.4090137043283987,-0.014227020663190712,0.3176765421265993,-0.011367882413002945
7987,,,,,1,1,2,1
8126,-0.4090137043283987,-8.385525364350105E-4,0.3176765421265993,-0.011367882413002945
8127,,,,,1,1,2,1
8203,-0.4090137043283987,0.019550019301420328,0.3176765421265993,-0.011367882413002945
8205,,,,,2,1,2,2
8363,-0.4090137043283987,0.0359887229735704,0.3176765421265993,-0.011367882413002945
8364,,,,,2,1,2,2
8417,-0.4090137043283987,0.042736099563633834,0.3176765421265993,-0.011367882413002945
8418,,,,,2,1,2,2
8511,-0.4090137043283987,0.03113101186641043,0.3176765421265993,-0.011367882413002945
8512,,,,,2,1,1,2
8652,-0.4090137043283987,0.004871742868387312,-0.08338265926422422,-0.011367882413002945
8653,,,,,2,1,1,2
8709,-0.4090137043283987,-0.05240875341539164,-0.08338265926422422,-0.011367882413002945
8709,,,,,1,1,1,1
8791,-0.4090137043283987,-0.12009285550809067,-0.08040845507922031,-0.011367882413002945
8792,,,,,1,1,1,1
8932,0.3588631500036287,-0.15746937299153682,-0.08040845507922031,-0.011367882413002945
8933,,,,,1,1,1,1
9013,0.3588631500036287,-0.1463844559780238,-0.07909731274612813,-0.011367882413002945
9014,,,,,1,1,1,1
9070,0.3588631500036287,-0.10055204642211524,-0.07909731274612813,-0.011367882413002945
9071,,,,,1,1,1,1
9231,0.3588631500036287,-0.06298673863184442,-0.07909731274612813,-0.011367882413002945
9232,,,,,1,1,1,1
9287,0.3588631500036287,-0.0569336155260922,-0.07909731274612813,-0.011367882413002945
9287,,,,,1,1,1,1
9453,0.3646836357597429,-0.0569336155260922,-0.06980319556091165,0.4970781573925042
9453,,,,,1,1,1,1
9534,0.38163768443317314,-0.0569336155260922,-0.06450991597726727,0.4970781573925042
9535,,,,,1,1,1,1
9596,0.38788577315157996,-0.0569336155260922,-0.06450991597726727,0.4970781573925042
9596,,,,,1,1,1,1
9736,0.38788577315157996,-0.0569336155260922,-0.06450991597726727,0.4970781573925042
9736,,,,,1,1,1,1
9820,0.38788577315157996,-0.0569336155260922,-0.06450991597726727,0.4970781573925042
9821,,,,,1,1,1,1
9878,0.3638401968571366,-0.06329908801526755,-0.09928016408760419,0.4970781573925042
9879,,,,,1,1,1,1
10022,0.3298982181765139,-0.09152185344551102,-0.1699049577877733,0.4970781573925042
10023,,,,,1,1,1,1
10105,0.29235307674331945,-0.12503047632709188,-0.18263429584762242,0.10322575191789517
10106,,,,,1,1,1,1
10183,0.24661144426808254,-0.13325589589250011,-0.18641044227461023,0.10322575191789517
10184,,,,,1,1,1,1
10329,0.20941511576602403,-0.14553186285979836,-0.15363690866724508,0.10322575191789517
10330,,,,,1,1,1,1
10387,0.20508017865881048,-0.15960686778992636,-0.15363690866724508,-0.02208299811336104
10388,,,,,1,1,1,1
10534,0.2045693755485562,-0.1661765537808924,-0.15494284787776721,-0.02208299811336104
10535,,,,,1,1,1,1
10635,0.2045693755485562,-0.18932602411790744,-0.1598844899701688,-0.02208299811336104
10639,,,,,1,1,1,1
10694,0.2045693755485562,-0.2175941156532253,-0.16237079088417014,-0.02208299811336104
10695,,,,,1,1,1,1
10835,0.2045693755485562,-0.26082185083328996,-0.16237079088417014,-0.02208299811336104
10835,,,,,1,1,1,1
10931,0.2045693755485562,-0.27109945366121324,-0.16237079088417014,-0.02208299811336104
10931,,,,,1,1,1,1
10965,0.2045693755485562,-0.27109945366121324,-0.16237079088417014,-0.02208299811336104
10966,,,,,1,1,1,1
11131,0.2045693755485562,-0.27109945366121324,-0.16237079088417014,-0.02208299811336104
11131,,,,,1,1,1,1
11232,0.2045693755485562,-0.2777149441959434,-0.16237079088417014,-0.02208299811336104
11232,,,,,1,1,1,1
11265,0.2045693755485562,-0.2804723455378345,-0.16237079088417014,-0.02208299811336104
11265,,,,,1,1,1,1
11424,0.2045693755485562,-0.28366285590194307,-0.16237079088417014,-0.02208299811336104
11425,,,,,1,1,1,1
11477,0.2045693755485562,-0.29092974611602984,-0.16237079088417014,-0.02208299811336104
11477,,,,,1,1,1,1
11635,0.2045693755485562,-0.29092974611602984,-0.16237079088417014,-0.02208299811336104
11636,,,,,1,1,1,1
11708,0.2045693755485562,-0.29092974611602984,-0.16237079088417014,-0.02208299811336104
11709,,,,,1,1,1,1
11783,0.2045693755485562,-0.29092974611602984,-0.16237079088417014,-0.02208299811336104
11785,,,,,1,1,1,1
11943,0.2045693755485562,-0.29092974611602984,-0.16237079088417014,-0.02208299811336104
11944,,,,,1,1,1,1
11994,0.2045693755485562,-0.29092974611602984,-0.16237079088417014,-0.02208299811336104
11995,,,,,2,1,1,2
12065,0.2045693755485562,-0.29092974611602984,-0.16237079088417014,-0.02208299811336104
12066,,,,,2,1,1,2
12221,0.2045693755485562,-0.29092974611602984,-0.16237079088417014,-0.02208299811336104
12224,,,,,2,1,1,2
12295,0.2045693755485562,-0.29092974611602984,-0.16237079088417014,-0.02208299811336104
12296,,,,,2,1,1,2
12367,0.2045693755485562,-0.29092974611602984,-0.16237079088417014,-0.02208299811336104
12367,,,,,2,1,1,2
12530,0.2045693755485562,-0.29092974611602984,-0.16237079088417014,-0.02208299811336104
12531,,,,,2,1,1,2
12610,0.2045693755485562,-0.2580651481521508,-0.24659843217790267,-0.02208299811336104
12610,,,,,2,1,1,2
12751,0.2045693755485562,-0.1850124767448522,-0.1984007237712485,-0.02208299811336104
12752,,,,,2,1,1,2
12805,0.2045693755485562,-0.13988396232443756,-0.17372804995395497,-0.02208299811336104
12806,,,,,2,1,1,2
12910,0.2045693755485562,-0.12442170174590375,-0.17372804995395497,-0.02208299811336104
12911,,,,,2,1,1,2
13052,0.2045693755485562,-0.1192072286053427,-0.17372804995395497,-0.02208299811336104
13053,,,,,2,1,1,2
13114,0.2045693755485562,-0.11401125041416718,-0.17372804995395497,-0.02208299811336104
13115,,,,,2,1,1,2
13175,0.2045693755485562,-0.10939505234505767,-0.17372804995395497,-0.02208299811336104
13175,,,,,2,1,1,2
13316,0.2045693755485562,-0.10532549898482163,-0.17372804995395497,-0.02208299811336104
13317,,,,,2,1,1,2
13390,0.2045693755485562,-0.10495000492335697,-0.1677410739697066,-0.02208299811336104
13390,,,,,2,1,1,2
13465,0.2045693755485562,-0.10226245477327149,-0.1677410739697066,-0.02208299811336104
13466,,,,,2,1,1,2
13629,0.2045693755485562,-0.10059923598652735,-0.1677410739697066,-0.02208299811336104
13629,,,,,2,1,1,2
13685,0.2045693755485562,-0.10059923598652735,-0.1749754446402739,-0.02208299811336104
13685,,,,,2,1,1,2
13833,0.2045693755485562,-0.10002574605059063,-0.17926505783922486,-0.02208299811336104
13834,,,,,2,1,1,2
13910,0.2045693755485562,-0.09594075893397427,-0.1954410819517176,-0.02208299811336104
13910,,,,,2,1,1,2
13989,0.2045693755485562,-0.09833489157997227,-0.1954410819517176,-0.02208299811336104
13990,,,,,2,1,1,2
14133,0.2045693755485562,-0.10285695760340931,-0.21397885694083235,-0.02208299811336104
14133,,,,,2,1,1,2
14212,0.2045693755485562,-0.11135262287543733,-0.21681198079745567,-0.02208299811336104
14213,,,,,2,1,1,2
14268,0.2045693755485562,-0.1303012617971075,-0.22360691961201565,-0.02208299811336104
14269,,,,,2,1,1,2
14434,0.2045693755485562,-0.16566234993118673,-0.24589056634782966,-0.02208299811336104
14435,,,,,2,1,1,2
14490,0.2045693755485562,-0.2364088429315994,-0.2741940398927669,-0.02208299811336104
14491,,,,,4,1,1,4
14630,0.2045693755485562,-0.297121564708174,-0.29402885074769364,-0.02208299811336104
14631,,,,,4,1,1,2
14730,0.2045693755485562,-0.3348370411202754,-0.3082809000733191,-0.02208299811336104
14731,,,,,2,1,1,2
14787,0.2045693755485562,-0.3471737821739045,-0.3082809000733191,-0.02208299811336104
14787,,,,,2,1,1,2
14926,0.2045693755485562,-0.3857059726411177,-0.3084891461913642,-0.02208299811336104
14927,,,,,2,1,1,2
15022,0.2045693755485562,-0.41208801775457427,-0.32258251226396867,-0.02208299811336104
15023,,,,,2,1,1,2
15077,0.2045693755485562,-0.41208801775457427,-0.32258251226396867,-0.02208299811336104
15077,,,,,2,1,1,2
15216,0.2045693755485562,-0.41208801775457427,-0.32258251226396867,-0.02208299811336104
15217,,,,,2,1,1,2
15330,0.2045693755485562,-0.41208801775457427,-0.32258251226396867,-0.02208299811336104
15331,,,,,2,1,1,2
15362,0.2045693755485562,-0.41208801775457427,-0.32258251226396867,-0.02208299811336104
15363,,,,,2,1,1,2
15503,0.2045693755485562,-0.41208801775457427,-0.32258251226396867,-0.02208299811336104
15503,,,,,2,1,1,2
15577,0.2045693755485562,-0.41208801775457427,-0.32258251226396867,-0.02208299811336104
15577,,,,,2,1,1,2
15736,0.2045693755485562,-0.4813115850933734,-0.32258251226396867,-0.02208299811336104
15737,,,,,2,1,1,2
15795,0.2045693755485562,-0.45593235170812446,-0.32258251226396867,-0.02208299811336104
15796,,,,,2,1,1,2
15870,0.2045693755485562,-0.4531410738570566,-0.32258251226396867,-0.02208299811336104
15871,,,,,2,1,1,2
16034,0.2045693755485562,-0.4531410738570566,-0.32258251226396867,-0.02208299811336104
16034,,,,,2,1,1,2
16110,0.2045693755485562,-0.4531410738570566,-0.32258251226396867,-0.02208299811336104
16111,,,,,2,1,1,2
16164,0.2045693755485562,-0.42950422456377424,-0.32258251226396867,-0.02208299811336104
16164,,,,,2,1,1,2
16324,0.2045693755485562,-0.3852738607896908,-0.32258251226396867,-0.02208299811336104
16325,,,,,2,1,1,2
16398,0.2045693755485562,-0.28755841433070595,-0.32258251226396867,-0.02208299811336104
16398,,,,,2,1,1,2
16476,0.2045693755485562,-0.2012202035747641,-0.32258251226396867,-0.02208299811336104
16476,,,,,2,1,1,2
16624,0.2045693755485562,-0.11498398162547821,-0.32258251226396867,-0.02208299811336104
16624,,,,,2,1,1,2
16700,0.2045693755485562,-0.10190341843007197,-0.32258251226396867,-0.02208299811336104
16701,,,,,2,1,1,2
16843,0.2045693755485562,-0.11103311452751996,-0.32258251226396867,-0.02208299811336104
16844,,,,,2,1,1,2
16896,0.2045693755485562,-0.11103311452751996,-0.32258251226396867,-0.02208299811336104
16897,,,,,2,1,1,2
16998,0.2045693755485562,-0.11193511761919324,-0.32258251226396867,-0.02208299811336104
16998,,,,,2,1,1,2
17157,0.2045693755485562,-0.11327272587410472,-0.32258251226396867,-0.02208299811336104
17158,,,,,2,1,1,2
17190,0.2045693755485562,-0.11502326220896703,-0.32258251226396867,-0.02208299811336104
17191,,,,,2,1,1,2
17262,0.2045693755485562,-0.11662086096191598,-0.32258251226396867,-0.02208299811336104
17262,,,,,2,1,1,2
17420,0.2045693755485562,-0.11856413935614661,-0.32258251226396867,-0.02208299811336104
17421,,,,,2,1,1,2
17494,0.2045693755485562,-0.12250730642150574,-0.32258251226396867,-0.02208299811336104
17494,,,,,2,1,1,2
17567,0.2045693755485562,-0.12597842919916175,-0.32258251226396867,-0.02208299811336104
17567,,,,,2,1,1,2
17713,0.2045693755485562,-0.12597842919916175,-0.32258251226396867,-0.02208299811336104
17714,,,,,2,1,1,2
17786,0.2045693755485562,-0.12597842919916175,-0.32258251226396867,-0.02208299811336104
17787,,,,,2,1,1,2
17927,0.2045693755485562,-0.12597842919916175,-0.32258251226396867,-0.02208299811336104
17927,,,,,2,1,1,2
17998,0.2045693755485562,-0.12597842919916175,-0.32258251226396867,-0.02208299811336104
17998,,,,,2,1,1,2
18079,0.2045693755485562,-0.12597842919916175,-0.32258251226396867,-0.02208299811336104
18079,,,,,2,1,1,2
18234,0.2045693755485562,-0.12597842919916175,-0.32258251226396867,-0.02208299811336104
18237,,,,,2,1,1,2
18290,0.2045693755485562,-0.12597842919916175,-0.32258251226396867,-0.02208299811336104
18290,,,,,2,1,1,2
18362,0.2045693755485562,-0.42656994032380147,-0.32258251226396867,-0.02208299811336104
18363,,,,,2,1,1,2
18518,0.2045693755485562,-0.30814155203625904,-0.32258251226396867,-0.02208299811336104
18518,,,,,2,1,1,2
18571,0.2045693755485562,-0.23899282953691564,-0.32258251226396867,-0.02208299811336104
18572,,,,,2,1,1,2
18670,0.2045693755485562,-0.20624517959398248,-0.32258251226396867,-0.02208299811336104
18671,,,,,2,1,1,2
18811,0.2045693755485562,-0.19349448820361329,-0.32258251226396867,-0.02208299811336104
18812,,,,,2,1,1,2
18885,0.2045693755485562,-0.19078225911286215,-0.32258251226396867,-0.02208299811336104
18885,,,,,2,1,1,2
19025,0.2045693755485562,-0.19078225911286215,-0.32258251226396867,-0.02208299811336104
19025,,,,,2,1,1,2
19121,0.2045693755485562,-0.18684712181371232,-0.32258251226396867,-0.02208299811336104
19121,,,,,2,1,1,2
19173,0.2045693755485562,-0.1457674393911083,-0.32258251226396867,-0.02208299811336104
19174,,,,,2,1,1,2
19312,0.2045693755485562,-0.09610882813372508,-0.32258251226396867,-0.02208299811336104
19313,,,,,2,1,1,2
19433,0.2045693755485562,-0.04996196815591492,-0.32258251226396867,-0.02208299811336104
19444,,,,,2,1,1,2
19481,0.2045693755485562,-0.026655128488364804,-0.32258251226396867,-0.02208299811336104
19481,,,,,2,1,1,2
19609,0.2045693755485562,-0.006871431200149485,-0.32258251226396867,-0.02208299811336104
19609,,,,,2,1,1,2
19689,0.2045693755485562,0.003369387932702565,-0.32258251226396867,-0.02208299811336104
19689,,,,,2,1,1,2
19761,0.2045693755485562,0.003369387932702565,-0.04349745841296418,-0.02208299811336104
19761,,,,,2,1,1,2
19904,0.2045693755485562,0.0059021242902325185,0.015367813262030822,-0.02208299811336104
19905,,,,,2,1,1,2
19979,0.2045693755485562,0.011269455716396017,0.050219032811486854,-0.02208299811336104
19979,,,,,2,1,1,2
20120,0.2045693755485562,0.011269455716396017,0.050219032811486854,-0.02208299811336104
20121,,,,,2,1,1,2
20197,0.2045693755485562,0.011269455716396017,0.050219032811486854,-0.02208299811336104
20198,,,,,2,1,1,2
20277,0.2045693755485562,0.011269455716396017,0.050219032811486854,-0.02208299811336104
20278,,,,,2,1,1,2
20416,0.2045693755485562,0.006068214850319048,0.050219032811486854,-0.02208299811336104
20417,,,,,2,1,1,2
20495,0.2045693755485562,0.004737308135637932,0.019442334632765332,-0.02208299811336104
20496,,,,,2,1,1,2
20570,0.2045693755485562,-0.004593835390942743,-0.044907303116015526,-0.02208299811336104
20571,,,,,2,1,1,2
20727,0.2045693755485562,-0.018020102531385005,-0.044907303116015526,-0.02208299811336104
20727,,,,,2,1,1,2
20781,0.2045693755485562,-0.017367733056239645,-0.044907303116015526,-0.02208299811336104
20782,,,,,2,1,1,2
20857,0.2045693755485562,-0.015578205232808059,-0.044907303116015526,-0.02208299811336104
20857,,,,,2,1,1,2
20998,0.2045693755485562,-0.027482849177712418,-0.056311036952184534,-0.02208299811336104
20999,,,,,2,1,1,2
21096,0.2045693755485562,-0.06589420087254932,-0.034945075198368744,-0.02208299811336104
21097,,,,,2,1,1,2
21238,0.2045693755485562,-0.1361843640248311,-0.034945075198368744,-0.02208299811336104
21239,,,,,2,1,2,2
21292,0.2045693755485562,-0.19248090177743457,-0.034945075198368744,-0.02208299811336104
21293,,,,,2,1,2,2
21392,0.2045693755485562,-0.24454079229904396,-0.042394259434383956,-0.02208299811336104
21393,,,,,2,1,2,2
21518,0.2045693755485562,-0.2968962050386486,-0.16365455835622708,-0.02208299811336104
21519,,,,,2,1,2,2
21593,0.2045693755485562,-0.32239539247317683,-0.16365455835622708,-0.02208299811336104
21594,,,,,2,1,2,2
21669,0.2045693755485562,-0.3215632539883304,-0.16365455835622708,-0.02208299811336104
21669,,,,,2,1,2,2
21809,0.2045693755485562,-0.3305836937396301,-0.16365455835622708,-0.02208299811336104
21810,,,,,2,1,2,2
21892,0.2045693755485562,-0.33474921242698086,-0.2185765540204406,-0.02208299811336104
21893,,,,,2,1,2,2
21967,0.2045693755485562,-0.3197813114448144,-0.2587209369135849,-0.02208299811336104
21968,,,,,2,1,2,2
22084,0.2045693755485562,-0.3090604775271832,-0.2587209369135849,-0.02208299811336104
22085,,,,,2,1,2,2
22179,0.2045693755485562,-0.30608179417661097,-0.2587209369135849,-0.02208299811336104
22179,,,,,2,1,2,2
22321,0.2045693755485562,-0.30296917336993917,-0.2587209369135849,-0.02208299811336104
22322,,,,,2,1,1,2
22401,0.2045693755485562,-0.3034157326252824,-0.2587209369135849,-0.02208299811336104
22404,,,,,2,1,2,2
22458,0.2045693755485562,-0.29294824437686573,-0.2587209369135849,-0.02208299811336104
22459,,,,,2,1,2,2
22616,0.2045693755485562,-0.28079541485078807,-0.2587209369135849,-0.02208299811336104
22617,,,,,2,1,2,2
22693,0.2045693755485562,-0.281137714749912,-0.2587209369135849,-0.02208299811336104
22696,,,,,2,1,2,2
22750,0.2045693755485562,-0.28328688403319213,-0.2587209369135849,-0.02208299811336104
22750,,,,,2,1,2,2
22913,0.2045693755485562,-0.2866677445716756,-0.2587209369135849,-0.02208299811336104
22914,,,,,2,1,2,2
22966,0.2045693755485562,-0.30908146356127264,-0.2587209369135849,-0.02208299811336104
22967,,,,,2,1,2,2
23061,0.2045693755485562,-0.30908146356127264,-0.2587209369135849,-0.02208299811336104
23062,,,,,2,1,2,2
23224,0.2045693755485562,-0.31307006399993453,-0.2587209369135849,-0.02208299811336104
23225,,,,,2,1,2,2
23278,0.2045693755485562,-0.32628371759531316,-0.2587209369135849,-0.02208299811336104
23279,,,,,2,1,2,2
23404,0.2045693755485562,-0.32628371759531316,-0.2587209369135849,-0.02208299811336104
23405,,,,,2,1,2,2
23521,0.2045693755485562,-0.31393701140949326,-0.2587209369135849,-0.02208299811336104
23522,,,,,2,1,2,2
23553,0.2045693755485562,-0.2834889354559874,-0.2587209369135849,-0.02208299811336104
23554,,,,,2,1,2,2
23713,0.2045693755485562,-0.2608815771066998,-0.2587209369135849,-0.02208299811336104
23713,,,,,2,1,2,2
23829,0.2045693755485562,-0.25097407949393963,-0.2587209369135849,-0.02208299811336104
23830,,,,,2,1,2,2
23865,0.2045693755485562,-0.24437204399185247,-0.2587209369135849,-0.02208299811336104
23866,,,,,2,1,2,2
24008,0.2045693755485562,-0.23357030055631994,-0.2587209369135849,-0.02208299811336104
24008,,,,,2,1,2,2
24082,0.2045693755485562,-0.23257567282990715,-0.2587209369135849,-0.02208299811336104
24082,,,,,2,1,2,2
24155,0.2045693755485562,-0.23257567282990715,-0.2587209369135849,-0.02208299811336104
24155,,,,,2,1,2,2
24304,0.2045693755485562,-0.23942995220804122,-0.2587209369135849,-0.02208299811336104
24305,,,,,2,1,2,2
24379,0.2045693755485562,-0.255595207666245,-0.2587209369135849,-0.02208299811336104
24380,,,,,2,1,2,2
24499,0.2045693755485562,-0.26264338748380983,-0.2587209369135849,-0.02208299811336104
24499,,,,,2,1,2,2
24596,0.2045693755485562,-0.25568180987842015,-0.2587209369135849,-0.02208299811336104
24597,,,,,2,1,2,2
24651,0.2045693755485562,-0.20404179975156161,-0.2587209369135849,-0.02208299811336104
24652,,,,,2,1,2,2
24814,0.2045693755485562,-0.17080024033866958,-0.2587209369135849,-0.02208299811336104
24814,,,,,2,1,2,2
24889,0.2045693755485562,-0.14795703653862954,-0.2587209369135849,-0.02208299811336104
24890,,,,,2,1,2,2
24948,0.2045693755485562,-0.13243370223276452,-0.2587209369135849,-0.02208299811336104
24948,,,,,2,1,2,2
25110,0.2045693755485562,-0.1211485711557773,-0.2587209369135849,-0.02208299811336104
25111,,,,,2,1,2,2
25186,0.2045693755485562,-0.09883929552607199,-0.2587209369135849,-0.02208299811336104
25186,,,,,2,1,2,2
25259,0.2045693755485562,-0.09297559945201063,-0.2587209369135849,-0.02208299811336104
25260,,,,,2,1,2,2
25397,0.2045693755485562,-0.09297559945201063,-0.2587209369135849,-0.02208299811336104
25397,,,,,2,1,2,2
25492,0.2045693755485562,-0.09308371758340069,-0.2587209369135849,-0.02208299811336104
25492,,,,,2,1,2,4
25611,0.2045693755485562,-0.09659473219112308,-0.2587209369135849,-0.02208299811336104
25612,,,,,2,1,2,4
25696,0.2045693755485562,-0.0962367713878838,-0.2587209369135849,-0.02208299811336104
25697,,,,,2,1,2,4
25756,0.2045693755485562,-0.07229914484331626,-0.2587209369135849,-0.02208299811336104
25757,,,,,2,1,2,4
25903,0.2045693755485562,-0.05080601289194151,-0.2587209369135849,-0.02208299811336104
25905,,,,,2,1,2,4
25979,0.2045693755485562,-0.048473154200622405,-0.2587209369135849,-0.02208299811336104
25980,,,,,2,1,2,4
26053,0.2045693755485562,-0.06486319781873746,-0.2587209369135849,-0.02208299811336104
26054,,,,,2,1,2,4
26201,0.2045693755485562,-0.0863801287378438,-0.2587209369135849,-0.02208299811336104
26202,,,,,2,1,2,4
26280,0.2045693755485562,-0.0863801287378438,-0.2587209369135849,-0.02208299811336104
26280,,,,,2,1,2,2
26333,0.2045693755485562,-0.0863801287378438,-0.2587209369135849,-0.02208299811336104
26334,,,,,4,1,2,2
26496,0.2045693755485562,-0.0863801287378438,-0.2587209369135849,-0.02208299811336104
26497,,,,,4,1,2,2
26569,0.2045693755485562,-0.0863801287378438,-0.2587209369135849,-0.02208299811336104
26570,,,,,4,1,2,2
26712,0.2045693755485562,-0.07763006898852552,-0.2587209369135849,-0.02208299811336104
