Time ms,AlphaAbs1,AlphaAbs2,AlphaAbs3,AlphaAbs4
0,0.42168125653887034,-0.39638981864512357,0.3049301705969206,0.4338464629870425
0,0.42168125653887034,-0.051675067062593574,0.3049301705969206,0.4338464629870425
0,0.42168125653887034,0.007178341615804594,0.32046770402417946,0.4338464629870425
0,0.42168125653887034,0.02082486499906495,0.33602361561109995,0.4338464629870425
0,0.42168125653887034,0.023955872232685884,0.33602361561109995,0.4338464629870425
0,0.42168125653887034,0.023955872232685884,0.33602361561109995,0.4338464629870425
0,0.42168125653887034,0.023955872232685884,0.33179041639435986,0.4338464629870425
0,0.3664810946245234,0.023955872232685884,0.3107465714148257,0.4338464629870425
0,0.2541406299362425,0.023955872232685884,0.26107254452531914,0.4338464629870425
0,0.15753975286220837,0.023955872232685884,0.17073767860386604,0.4338464629870425
0,0.09082116159427343,0.023955872232685884,0.06245611536666085,0.30064098951522783
0,0.042616948925183966,0.023955872232685884,-0.021571790222705035,0.30064098951522783
0,0.006768795875324171,0.023955872232685884,-0.0655652516255976,0.30064098951522783
0,-0.017630901120779318,0.023955872232685884,-0.08039790017605708,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,0.30064098951522783
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,-0.15083140327776673
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,-0.15083140327776673
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,-0.15083140327776673
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,-0.15083140327776673
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,-0.15083140327776673
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,-0.15083140327776673
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,-0.15083140327776673
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,-0.15083140327776673
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,-0.15083140327776673
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,-0.15083140327776673
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,-0.15083140327776673
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,-0.15083140327776673
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,-0.15083140327776673
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,-0.15083140327776673
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,-0.15083140327776673
0,-0.017630901120779318,0.012125388446384078,-0.09054366921692215,-0.15083140327776673
